#,Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Test/1M pop
97,Greece,3964,+25,194,+1,1374,N/A,2396,10,380,19,402672,38643
98,Albania,3906,+55,107,+3,2214,+77,1585,9,1357,37,30551,10617
99,Paraguay,3457,+115,28,+1,1481,+102,1948,11,484,4,100315,14057
100,Thailand,3239,+3,58,N/A,3096,+1,85,1,46,0.8,603657,8647
101,Nicaragua,3147,N/A,99,N/A,2282,N/A,766,N/A,475,15,N/A,N/A
102,Somalia,3106,N/A,93,N/A,1444,N/A,1569,2,195,6,N/A,N/A
103,Equatorial Guinea,3071,N/A,51,N/A,842,N/A,2178,N/A,2187,36,16000,11392
104,Maldives,2913,+14,15,N/A,2340,+1,558,12,5385,28,65799,121641
105,Zambia,2810,+190,109,+24,1450,+9,1251,1,153,6,67944,3692
106,Malawi,2805,+93,55,+4,1107,+34,1643,4,146,3,22296,1164
107,Mayotte,2782,+4,37,N/A,2591,+10,154,3,10188,136,13000,47609
108,Lebanon,2700,+101,40,N/A,1485,N/A,1175,12,396,6,201186,29483
109,Sri Lanka,2697,+10,11,N/A,2012,+5,674,1,126,0.5,132796,6200
110,Congo,2633,+275,49,+1,626,+37,1958,N/A,477,9,N/A,N/A
111,Mali,2467,+27,121,N/A,1791,+14,555,N/A,122,6,19226,948
112,Cuba,2444,+4,87,N/A,2300,+15,57,1,216,8,220739,19489
113,South Sudan,2191,+20,43,+2,1175,N/A,973,N/A,196,4,12044,1075
114,Estonia,2020,+4,69,N/A,1910,+6,41,1,1523,52,113997,85933
115,Slovakia,1965,+14,28,N/A,1523,+9,414,2,360,5,237634,43525
116,Montenegro,1965,N/A,26,N/A,357,N/A,1582,7,3129,41,28219,44930
117,Cabo Verde,1939,+45,19,N/A,902,N/A,1018,N/A,3486,34,41634,74848
118,Guinea-Bissau,1927,+25,26,N/A,773,N/A,1128,5,978,13,1500,762
119,Slovenia,1916,+19,111,N/A,1522,N/A,283,1,922,53,120397,57912
120,Iceland,1916,+2,10,N/A,1895,+3,11,N/A,5613,29,106883,313123
121,Lithuania,1908,+6,79,N/A,1595,+2,234,6,701,29,476121,175033
122,Hong Kong,1714,+58,11,+1,1264,+10,439,8,229,1,442256,58970
123,Libya,1704,+52,47,+1,380,+1,1277,N/A,248,7,38273,5567
124,Sierra Leone,1688,+10,65,+1,1219,+6,404,N/A,211,8,N/A,N/A
125,Eswatini,1619,+67,21,N/A,769,+33,829,5,1395,18,17559,15128
126,Benin,1602,+139,31,+3,782,+225,789,1,132,3,72832,6002
127,Yemen,1576,+24,440,+2,695,N/A,441,N/A,53,15,120,4
128,New Zealand,1549,+1,22,N/A,1506,+7,21,N/A,310,4,438720,87707
129,Rwanda,1485,+12,4,N/A,811,+41,670,N/A,115,0.3,203790,15720
130,Zimbabwe,1420,+58,24,+1,438,+13,958,N/A,95,2,99701,6704
131,Mozambique,1402,+19,9,N/A,397,+22,996,N/A,45,0.3,42551,1360
132,Tunisia,1336,+9,50,N/A,1095,+2,191,N/A,113,4,82418,6970
133,Jordan,1209,+3,10,N/A,1021,+2,178,3,118,1.0,500062,48989
134,Latvia,1185,+6,31,N/A,1022,N/A,132,N/A,629,16,177885,94365
135,Niger,1102,N/A,69,N/A,1013,+20,20,N/A,45,3,7007,289
136,Liberia,1085,+15,69,+1,496,+10,520,N/A,214,14,N/A,N/A
137,Namibia,1078,+46,2,N/A,32,+1,1044,1,424,0.8,16838,6622
138,Uganda,1056,+5,N/A,N/A,1023,+9,33,N/A,23,N/A,238709,5213
139,Burkina Faso,1045,+7,53,N/A,887,+5,105,N/A,50,3,N/A,N/A
140,Uruguay,1037,+11,32,N/A,917,+1,88,3,298,9,86008,24755
141,Cyprus,1033,+2,19,N/A,845,N/A,169,N/A,855,16,179676,148768
142,Georgia,1010,+4,15,N/A,885,+2,110,5,253,4,164285,41187
143,Suriname,943,+39,19,+1,600,+19,324,6,1607,32,1244,2120
144,Chad,887,+1,75,N/A,800,+1,12,N/A,54,5,N/A,N/A
145,Andorra,880,+3,52,N/A,803,N/A,25,N/A,11388,673,3750,48530
146,Togo,766,+17,15,N/A,546,+3,205,2,92,2,37387,4512
147,Jamaica,765,+2,10,N/A,647,N/A,108,N/A,258,3,29443,9941
148,Sao Tome and Principe,741,+1,14,N/A,325,N/A,402,N/A,3379,64,2068,9429
150,San Marino,699,N/A,42,N/A,656,N/A,1,N/A,20599,1238,5729,168828
151,Malta,674,N/A,9,N/A,662,+1,3,N/A,1526,20,111555,252616
152,Angola,638,+31,29,+1,199,+75,410,6,19,0.9,10000,304
153,Réunion,614,+2,3,N/A,472,N/A,139,4,686,3,35419,39548
154,Channel Islands,583,N/A,47,N/A,529,+17,7,N/A,3352,270,30721,176624
155,Botswana,522,N/A,1,N/A,48,N/A,473,1,222,0.4,51379,21831
156,Tanzania,509,N/A,21,N/A,183,N/A,305,7,9,0.4,N/A,N/A
157,Syria,496,+19,25,+3,144,+4,327,N/A,28,1,N/A,N/A
158,Taiwan,454,+2,7,N/A,440,N/A,7,N/A,19,0.3,79065,3319
159,Vietnam,382,+1,N/A,N/A,356,N/A,26,1,4,N/A,275000,2824
161,Myanmar,339,N/A,6,N/A,271,+1,62,N/A,6,0.1,99302,1825
162,Isle of Man,336,N/A,24,N/A,312,N/A,0,N/A,3950,282,7473,87862
163,Comoros,328,N/A,7,N/A,311,N/A,10,N/A,377,8,N/A,N/A
164,Guyana,320,+5,19,N/A,156,N/A,145,5,407,24,3558,4523
165,Lesotho,311,+55,6,+3,69,+21,236,N/A,145,3,6033,2815
166,Burundi,310,+7,1,N/A,207,N/A,102,N/A,26,0.08,6697,563
167,Mongolia,262,+1,N/A,N/A,211,+2,51,1,80,N/A,28935,8820
168,Martinique,255,N/A,15,N/A,98,N/A,142,5,680,40,N/A,N/A
169,Eritrea,251,N/A,N/A,N/A,155,+6,96,N/A,71,N/A,N/A,N/A
170,Cayman Islands,203,N/A,1,N/A,200,N/A,2,N/A,3087,15,27597,419694
171,Guadeloupe,195,+5,14,N/A,172,+15,9,4,487,35,13571,33917
172,Faeroe Islands,188,N/A,N/A,N/A,188,N/A,0,N/A,3847,N/A,27062,553732
173,Gibraltar,180,N/A,N/A,N/A,180,N/A,0,N/A,5343,N/A,17449,517913
174,Cambodia,171,+5,N/A,N/A,133,N/A,38,1,10,N/A,49741,2973
175,Bermuda,152,N/A,9,N/A,137,N/A,6,1,2441,145,15114,242733
176,Brunei,141,N/A,3,N/A,138,N/A,0,N/A,322,7,34797,79506
177,Trinidad and Tobago,136,+3,8,N/A,124,N/A,4,N/A,97,6,5983,4274
178,Bahamas,129,+5,11,N/A,91,N/A,27,1,328,28,2570,6533
179,Aruba,111,+3,3,N/A,100,N/A,8,N/A,1039,28,4419,41381
180,Monaco,109,N/A,4,N/A,98,N/A,7,N/A,2777,102,38209,973354
181,Seychelles,108,N/A,N/A,N/A,27,N/A,81,N/A,1098,N/A,N/A,N/A
182,Barbados,104,N/A,7,N/A,91,+1,6,,362,24,9270,32256
183,Bhutan,86,+2,N/A,N/A,78,N/A,8,N/A,111,N/A,39633,51339
184,Liechtenstein,85,+1,1,N/A,81,N/A,3,N/A,2229,26,900,23602
185,Sint Maarten,79,+1,15,N/A,63,N/A,1,N/A,1842,350,523,12192
186,Gambia,78,N/A,3,N/A,34,N/A,41,N/A,32,1,3573,1477
187,Antigua and Barbuda,76,+2,3,N/A,57,N/A,16,1,776,31,930,9493
188,Turks and Caicos,74,+2,2,N/A,12,,60,4,1910,52,946,24420
189,French Polynesia,62,N/A,N/A,N/A,60,N/A,2,N/A,221,N/A,4649,16545
190,Saint Martin,46,+3,3,N/A,39,+2,4,1,1189,78,851,21994
191,Macao,46,N/A,N/A,N/A,45,N/A,1,N/A,71,N/A,4071,6266
192,Belize,40,N/A,2,N/A,22,N/A,16,N/A,101,5,2786,7001
193,St. Vincent Grenadines,35,N/A,N/A,N/A,29,N/A,6,N/A,315,N/A,1268,11428
194,Curaçao,26,N/A,1,N/A,24,N/A,1,N/A,158,6,1080,6580
195,Fiji,26,N/A,N/A,N/A,18,N/A,8,N/A,29,N/A,4000,4461
196,Timor-Leste,24,N/A,N/A,N/A,24,N/A,0,N/A,18,N/A,1568,1188
197,Grenada,23,N/A,N/A,N/A,23,N/A,0,N/A,204,N/A,5465,48557
198,Saint Lucia,23,N/A,N/A,N/A,19,N/A,4,N/A,125,N/A,2140,11652
199,New Caledonia,22,N/A,N/A,N/A,21,N/A,1,N/A,77,N/A,9424,32995
200,Laos,19,N/A,,19,N/A,0,N/A,3,N/A,22355,3071,3071
201,Dominica,18,N/A,N/A,N/A,18,N/A,0,N/A,250,N/A,851,11820
202,Saint Kitts and Nevis,17,N/A,,N/A,15,N/A,2,N/A,319,N/A,713,713
203,Papua New Guinea,15,+4,N/A,N/A,8,N/A,7,N/A,2,N/A,7147,798
204,Falkland Islands,13,N/A,N/A,N/A,13,N/A,0,N/A,3732,N/A,1660,476601
205,Greenland,13,N/A,N/A,N/A,13,N/A,0,N/A,229,N/A,5164,90956
206,Montserrat,12,N/A,1,N/A,10,N/A,1,N/A,2404,200,61,12220
207,Vatican City,12,N/A,N/A,N/A,12,N/A,0,N/A,14981,N/A,N/A,N/A
208,Western Sahara,10,N/A,1,N/A,8,N/A,1,N/A,17,2,N/A,N/A
209,Caribbean Netherlands,10,+1,N/A,N/A,7,N/A,3,N/A,381,N/A,424,16162
211,British Virgin Islands,8,N/A,1,N/A,7,N/A,0,N/A,265,33,439,14517
212,St. Barth,6,N/A,N/A,N/A,6,N/A,0,N/A,607,N/A,507,51326
213,Saint Pierre Miquelon,4,+2,N/A,N/A,1,N/A,3,N/A,690,N/A,N/A,N/A
214,Anguilla,3,,N/A,3,N/A,0,N/A,200,N/A,380,25318,25318
