#,Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Test/1M pop
25,Indonesia,86521,+1639,4143,+127,45401,+2133,36977,N/A,316,15,1221518,4464
26,Sweden,77281,N/A,5619,N/A,N/A,N/A,N/A,56,7650,556,681820,67491
27,Ecuador,73382,N/A,5282,N/A,31757,N/A,36343,342,4156,299,202649,11478
28,Kazakhstan,70339,+1636,375,N/A,43029,+2773,26935,221,3744,20,1777280,94602
29,Philippines,67456,+2241,1831,+58,22465,+398,43160,522,615,17,1117568,10192
30,Oman,66661,+1157,318,+10,44004,+1232,22339,165,13041,62,270788,52974
31,Belarus,66095,+142,499,+4,58204,+348,7392,89,6995,53,1193162,126272
32,Belgium,63706,+207,9800,N/A,17289,N/A,36617,28,5496,845,1444885,124644
33,Kuwait,59204,+300,408,+1,49687,+667,9109,132,13854,95,459349,107491
34,Ukraine,58842,+731,1485,+8,30879,+354,26478,93,1346,34,877262,20066
35,Bolivia,58138,+2036,2106,+57,18200,+318,37832,71,4977,180,126510,10831
36,UAE,56922,+211,339,+1,49269,+352,7314,1,5752,34,4508205,455564
37,Dominican Republic,52855,+1336,981,+10,25094,+487,26780,245,4870,90,213085,19634
38,Panama,52261,N/A,1071,N/A,27494,N/A,23696,173,12104,248,183261,42444
40,Israel,49575,+210,406,+5,21440,+92,27729,238,5390,44,1457203,158433
41,Portugal,48636,+246,1689,+5,33369,+216,13578,61,4771,166,1413519,138646
42,Singapore,47912,+257,27,N/A,43833,N/A,4052,N/A,8187,5,1009532,172494
43,Poland,40104,+358,1624,+6,30292,+368,8188,67,1060,43,1936889,51180
44,Guatemala,38042,N/A,1449,N/A,23365,N/A,13228,5,2122,81,64590,3602
45,Romania,37458,+767,2026,+17,22617,+129,12815,286,1948,105,958622,49849
46,Nigeria,36107,N/A,778,N/A,14938,N/A,20391,7,175,4,209446,1015
47,Bahrain,36004,N/A,124,N/A,31765,N/A,4115,51,21134,73,717723,421303
48,Afghanistan,35475,+174,1181,+17,23634,+361,10660,31,910,30,83771,2150
49,Armenia,34877,+415,641,+10,23294,+171,10942,10,11769,216,146717,49508
50,Switzerland,33591,+99,1969,N/A,29900,N/A,1722,22,3880,227,726806,83949
51,Honduras,32793,+1048,891,+34,3661,+96,28241,51,3309,90,78825,7953
52,Azerbaijan,27133,N/A,349,N/A,18450,N/A,8334,66,2675,34,619786,61102
53,Ghana,27060,N/A,145,N/A,23044,N/A,3871,8,870,5,344137,11066
54,Ireland,25750,N/A,1753,N/A,23364,N/A,633,8,5212,355,550728,111476
55,Kyrgyzstan,24606,N/A,900,N/A,10704,N/A,13002,24,3769,138,262894,40266
56,Japan,24132,N/A,985,N/A,19366,N/A,3781,41,191,8,626149,4952
57,Algeria,22549,N/A,1068,N/A,15744,N/A,5737,67,514,24,N/A,N/A
58,Serbia,20894,+396,472,+11,14047,N/A,6375,187,2392,54,550091,62972
59,Moldova,20794,N/A,680,N/A,14183,N/A,5931,362,5155,169,128076,31753
60,Austria,19655,+82,711,N/A,17599,+98,1345,14,2182,79,748669,83103
61,Nepal,17658,+156,40,N/A,11695,+58,5923,N/A,606,1,627972,21536
62,Morocco,17015,N/A,269,N/A,14620,N/A,2126,31,461,7,990514,26821
63,Uzbekistan,16607,+421,85,+2,9178,+51,7344,70,496,3,1377915,41143
64,Cameroon,16157,N/A,373,N/A,13728,N/A,2056,52,608,14,135000,5081
65,Ivory Coast,13912,,91,N/A,8000,N/A,5821,N/A,527,3,82616,3129
66,Czechia,13855,N/A,358,N/A,8733,N/A,4764,21,1294,33,618243,57726
67,S. Korea,13745,+34,295,+1,12556,+37,894,15,268,6,1465299,28579
68,Denmark,13173,N/A,611,N/A,12209,N/A,353,5,2274,105,1306743,225564
69,Kenya,12750,N/A,225,N/A,4440,N/A,8085,44,237,4,238163,4425
70,El Salvador,11846,+338,335,+11,6705,+145,4806,414,1826,52,209446,32283
71,Australia,11802,+361,122,+4,8273,+112,3407,29,463,5,3473457,136142
72,Venezuela,11483,N/A,110,N/A,3972,N/A,7401,17,404,4,1426989,50190
73,Sudan,10682,N/A,673,N/A,5637,N/A,4372,N/A,243,15,401,9
74,Costa Rica,10551,N/A,54,N/A,2902,N/A,7595,41,2070,11,65819,12915
75,Ethiopia,9147,N/A,163,N/A,2430,N/A,6554,35,79,1,250604,2178
76,Norway,9028,N/A,255,N/A,8138,N/A,635,1,1665,47,397106,73223
77,North Macedonia,9026,N/A,414,N/A,4727,N/A,3885,55,4332,199,84916,40759
78,Senegal,8810,+141,167,+4,5948,+89,2695,35,526,10,96654,5767
79,Malaysia,8779,+15,123,+1,8553,+7,103,2,271,4,889744,27474
80,Bulgaria,8638,N/A,299,N/A,4081,N/A,4258,34,1244,43,203366,29280
81,Palestine,8549,+345,60,+1,1921,+325,6568,N/A,1674,12,155355,30425
82,DRC,8403,+79,194,+1,4335,+22,3874,N/A,94,2,N/A,N/A
83,Bosnia and Herzegovina,8340,+179,249,+3,3669,+21,4422,N/A,2543,76,120388,36707
84,Finland,7335,+17,328,N/A,6880,N/A,127,1,1324,59,306192,55258
85,Haiti,7053,+78,146,N/A,3877,+139,3030,N/A,618,13,15645,1371
86,Madagascar,7049,+200,59,+4,3498,+159,3492,97,254,2,32851,1185
87,Tajikistan,6878,+44,57,N/A,5578,+49,1243,N/A,720,6,N/A,N/A
88,French Guiana,6655,N/A,37,N/A,4272,N/A,2346,23,22259,124,13337,44608
89,Guinea,6491,N/A,39,N/A,5257,N/A,1195,24,494,3,14407,1096
90,Gabon,6315,N/A,46,N/A,3865,N/A,2404,11,2835,21,57095,25628
91,Mauritania,5813,N/A,153,N/A,3279,N/A,2381,8,1249,33,13842,2974
92,Luxembourg,5483,N/A,111,N/A,4333,N/A,1039,4,8753,177,333457,532319
93,Djibouti,5003,N/A,56,N/A,4809,N/A,138,N/A,5060,57,53305,53918
94,CAR,4485,N/A,55,N/A,1348,N/A,3082,2,928,11,28211,5837
95,Croatia,4345,+92,120,N/A,3018,+89,1207,9,1059,29,103104,25124
96,Hungary,4333,+18,596,N/A,3223,+1,514,3,449,62,307846,31871
97,Albania,4008,N/A,111,N/A,2264,N/A,1633,14,1393,39,31052,10791
98,Greece,3983,N/A,194,N/A,1374,N/A,2415,12,382,19,406040,38966
99,Paraguay,3629,N/A,29,N/A,1643,N/A,1957,12,509,4,102784,14402
100,Thailand,3249,+3,58,N/A,3096,N/A,95,1,47,0.8,603657,8647
101,Nicaragua,3147,N/A,99,N/A,2282,N/A,766,N/A,475,15,N/A,N/A
102,Somalia,3111,N/A,93,N/A,1452,N/A,1566,2,196,6,N/A,N/A
103,Equatorial Guinea,3071,N/A,51,N/A,842,N/A,2178,N/A,2186,36,16000,11391
104,Zambia,2980,N/A,120,N/A,1462,N/A,1398,19,162,7,69296,3765
105,Maldives,2930,N/A,15,N/A,2354,N/A,561,12,5416,28,66606,123127
106,Malawi,2907,+97,59,+4,1135,+24,1713,4,152,3,23230,1213
107,Mayotte,2782,N/A,37,N/A,2591,N/A,154,3,10188,135,13000,47606
108,Lebanon,2775,N/A,40,N/A,1485,N/A,1250,12,407,6,207514,30410
109,Sri Lanka,2715,+11,11,N/A,2035,+12,669,1,127,0.5,135519,6327
110,Congo,2633,N/A,49,N/A,626,N/A,1958,N/A,477,9,N/A,N/A
111,Mali,2472,N/A,121,N/A,1809,N/A,542,N/A,122,6,19720,973
112,Cuba,2445,N/A,87,N/A,2304,,54,N/A,216,8,223698,19750
113,South Sudan,2191,N/A,43,N/A,1175,N/A,973,N/A,196,4,12044,1075
114,Montenegro,2072,N/A,30,N/A,378,N/A,1664,7,3299,48,28912,46033
115,Estonia,2021,N/A,69,N/A,1912,N/A,40,1,1523,52,114437,86265
116,Cabo Verde,2014,N/A,21,,913,N/A,1080,N/A,3621,38,41634,74845
117,Slovakia,1979,+3,28,N/A,1530,+7,421,2,362,5,240205,43995
118,Guinea-Bissau,1949,N/A,26,N/A,803,N/A,1120,5,989,13,1500,761
119,Slovenia,1946,+6,112,+1,1568,N/A,266,2,936,54,121904,58637
120,Lithuania,1932,+17,80,N/A,1600,N/A,252,6,710,29,481553,177036
121,Iceland,1930,+8,10,N/A,1907,+5,13,N/A,5654,29,113204,331635
122,Hong Kong,1886,+108,12,N/A,1294,+20,580,19,251,2,442256,58968
123,Libya,1791,N/A,48,N/A,385,N/A,1358,N/A,260,7,38273,5567
124,Eswatini,1729,N/A,21,N/A,788,N/A,920,5,1490,18,17559,15128
125,Sierra Leone,1701,N/A,65,N/A,1237,N/A,399,N/A,213,8,N/A,N/A
126,Benin,1602,N/A,31,N/A,782,N/A,789,1,132,3,72832,6002
127,Yemen,1581,N/A,443,N/A,701,N/A,437,N/A,53,15,120,4
128,New Zealand,1553,+3,22,N/A,1506,N/A,25,N/A,310,4,442488,88460
129,Rwanda,1539,N/A,5,N/A,819,N/A,715,N/A,119,0.4,207022,15968
130,Mozambique,1491,+56,10,N/A,472,+64,1009,N/A,48,0.3,46556,1488
131,Zimbabwe,1478,N/A,25,N/A,439,N/A,1014,N/A,99,2,100376,6749
132,Tunisia,1374,+26,50,N/A,1097,+2,227,N/A,116,4,83823,7089
133,Jordan,1214,N/A,11,N/A,1022,N/A,181,3,119,1,507217,49689
134,Namibia,1203,N/A,2,N/A,32,N/A,1169,1,473,0.8,17041,6701
135,Latvia,1192,+3,31,N/A,1022,N/A,139,N/A,632,16,180928,95982
136,Niger,1104,N/A,69,N/A,1014,N/A,21,N/A,46,3,9052,373
137,Liberia,1091,+3,70,N/A,534,+15,487,N/A,216,14,N/A,N/A
138,Uganda,1065,+3,N/A,N/A,1023,N/A,42,N/A,23,N/A,241754,5279
139,Burkina Faso,1052,+5,53,N/A,901,+14,98,N/A,50,3,N/A,N/A
140,Uruguay,1044,N/A,33,N/A,921,N/A,90,3,300,9,87354,25143
141,Cyprus,1037,N/A,19,N/A,845,N/A,173,N/A,859,16,179676,148765
142,Georgia,1028,+10,15,N/A,899,+4,114,5,258,4,164285,41187
143,Suriname,1001,N/A,20,N/A,610,N/A,371,5,1706,34,1244,2120
144,Chad,889,N/A,75,N/A,800,N/A,14,N/A,54,5,N/A,N/A
145,Andorra,880,N/A,52,N/A,803,N/A,25,N/A,11388,673,3750,48530
146,Togo,774,N/A,15,N/A,548,N/A,211,2,93,2,37727,4553
147,Jamaica,774,+6,10,N/A,679,+1,85,N/A,261,3,30226,10205
148,Sao Tome and Principe,743,N/A,14,N/A,337,N/A,392,N/A,3388,64,2098,9565
150,San Marino,699,N/A,42,N/A,656,N/A,1,N/A,20598,1238,5729,168823
151,Angola,687,N/A,29,N/A,210,N/A,448,6,21,0.9,10000,304
152,Malta,676,N/A,9,N/A,662,N/A,5,N/A,1531,20,112403,254535
153,Réunion,624,N/A,3,N/A,472,N/A,149,4,697,3,35419,39547
154,Channel Islands,583,N/A,47,N/A,529,N/A,7,N/A,3352,270,30721,176619
155,Botswana,522,N/A,1,N/A,48,N/A,473,1,222,0.4,51379,21830
156,Tanzania,509,N/A,21,N/A,183,N/A,305,7,9,0.4,N/A,N/A
157,Syria,496,N/A,25,N/A,144,N/A,327,N/A,28,1,N/A,N/A
158,Taiwan,455,+1,7,N/A,440,N/A,8,N/A,19,0.3,79506,3338
159,Vietnam,383,+1,N/A,N/A,357,N/A,26,1,4,N/A,275000,2824
160,Lesotho,359,N/A,6,N/A,69,N/A,284,N/A,168,3,7432,3468
161,Mauritius,343,N/A,10,N/A,332,+1,1,N/A,270,8,205285,161403
162,Myanmar,341,+1,6,N/A,273,N/A,62,N/A,6,0.1,102499,1883
163,Isle of Man,336,N/A,24,N/A,312,N/A,0,N/A,3950,282,7473,87861
164,Comoros,328,N/A,7,N/A,311,N/A,10,N/A,377,8,N/A,N/A
165,Guyana,327,N/A,19,N/A,163,N/A,145,5,416,24,3603,4580
166,Burundi,310,N/A,1,N/A,207,N/A,102,N/A,26,0.08,6697,563
167,Mongolia,287,N/A,N/A,N/A,213,+2,74,12,87,N/A,29603,9024
168,Martinique,262,N/A,15,N/A,98,N/A,149,5,698,40,N/A,N/A
169,Eritrea,251,N/A,N/A,N/A,155,N/A,96,N/A,71,N/A,N/A,N/A
170,Cayman Islands,203,N/A,1,N/A,200,N/A,2,N/A,3087,15,27597,419682
171,Guadeloupe,195,N/A,14,N/A,172,N/A,9,4,487,35,13571,33917
172,Faeroe Islands,191,+3,N/A,N/A,188,N/A,3,N/A,3908,N/A,28261,578266
173,Gibraltar,180,N/A,N/A,N/A,180,N/A,0,N/A,5343,N/A,17720,525972
174,Cambodia,171,N/A,N/A,N/A,136,+3,35,1,10,N/A,51951,3105
175,Bermuda,153,N/A,9,N/A,137,N/A,7,1,2457,145,16279,261443
176,Brunei,141,N/A,3,N/A,138,N/A,0,N/A,322,7,35469,81039
177,Bahamas,138,N/A,11,N/A,91,N/A,36,1,351,28,2614,6644
178,Trinidad and Tobago,137,N/A,8,N/A,124,N/A,5,N/A,98,6,6067,4334
179,Aruba,111,N/A,3,N/A,100,N/A,8,N/A,1039,28,4647,43516
180,Monaco,109,N/A,4,N/A,98,N/A,7,N/A,2777,102,38209,973354
181,Seychelles,108,N/A,N/A,N/A,27,N/A,81,N/A,1098,N/A,N/A,N/A
182,Barbados,104,N/A,7,N/A,91,N/A,6,N/A,362,24,9398,32701
183,Gambia,93,N/A,4,N/A,49,N/A,40,N/A,38,2,3681,1522
184,Bhutan,87,N/A,N/A,N/A,80,+2,7,N/A,113,N/A,40300,52202
185,Liechtenstein,86,N/A,1,N/A,81,N/A,4,N/A,2255,26,900,23601
186,Sint Maarten,79,N/A,15,N/A,63,N/A,1,N/A,1842,350,523,12192
187,Antigua and Barbuda,76,N/A,3,N/A,57,N/A,16,1,776,31,930,9493
188,Turks and Caicos,75,N/A,2,N/A,22,+10,51,1,1936,52,990,25554
189,French Polynesia,62,N/A,N/A,N/A,60,N/A,2,N/A,221,N/A,4649,16545
190,Saint Martin,46,N/A,3,N/A,39,N/A,4,1,1189,78,1056,27290
191,Macao,46,N/A,N/A,N/A,46,N/A,0,N/A,71,N/A,4071,6266
192,Belize,40,N/A,2,N/A,22,N/A,16,N/A,101,5,2786,7001
193,St. Vincent Grenadines,38,N/A,N/A,N/A,29,N/A,9,N/A,342,N/A,1302,11734
194,Curaçao,28,N/A,1,N/A,24,N/A,3,N/A,171,6,1080,6580
195,Fiji,26,N/A,N/A,N/A,18,N/A,8,N/A,29,N/A,4000,4461
196,Timor-Leste,24,N/A,N/A,N/A,24,N/A,0,N/A,18,N/A,1568,1188
197,Grenada,23,N/A,N/A,N/A,23,N/A,0,N/A,204,N/A,5465,48557
198,Saint Lucia,23,N/A,N/A,N/A,19,N/A,4,N/A,125,N/A,2140,11651
199,New Caledonia,22,N/A,N/A,N/A,21,N/A,1,N/A,77,N/A,9841,34454
200,Laos,19,N/A,N/A,N/A,19,N/A,0,N/A,3,N/A,22981,3157
201,Dominica,18,N/A,N/A,N/A,18,N/A,0,N/A,250,N/A,851,11820
202,Saint Kitts and Nevis,17,N/A,N/A,N/A,15,N/A,2,N/A,319,N/A,725,13623
203,Papua New Guinea,16,N/A,N/A,N/A,8,N/A,8,N/A,2,N/A,7147,798
204,Falkland Islands,13,N/A,N/A,N/A,13,N/A,0,N/A,3731,N/A,1660,476464
205,Greenland,13,N/A,N/A,N/A,13,N/A,0,N/A,229,N/A,5192,91449
206,Montserrat,12,N/A,1,N/A,10,N/A,1,N/A,2404,200,61,12220
207,Vatican City,12,N/A,N/A,N/A,12,N/A,0,N/A,14981,N/A,N/A,N/A
208,Western Sahara,10,N/A,1,N/A,8,N/A,1,N/A,17,2,N/A,N/A
209,Caribbean Netherlands,10,N/A,N/A,N/A,7,N/A,3,N/A,381,N/A,424,16162
211,British Virgin Islands,8,N/A,1,N/A,7,N/A,0,N/A,265,33,439,14517
212,St. Barth,6,N/A,N/A,N/A,6,N/A,0,N/A,607,N/A,897,90799
213,Saint Pierre Miquelon,4,N/A,N/A,N/A,1,N/A,3,N/A,691,N/A,N/A,N/A
214,Anguilla,3,N/A,N/A,N/A,3,N/A,0,N/A,200,N/A,380,25318
