#,Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Test/1M pop
69,Kenya,11252,+461,209,+7,3068,+51,7975,44,209,4,225495,4191
70,El Salvador,10645,+342,286,+8,6120,+201,4239,398,1641,44,199637,30773
71,Australia,10487,+237,111,+3,7928,+93,2448,28,411,4,3213715,125977
72,Sudan,10417,N/A,659,N/A,5579,N/A,4179,N/A,237,15,401,9
73,Venezuela,10010,N/A,96,N/A,2671,N/A,7243,25,352,3,1386563,48767
74,Norway,9006,+5,253,N/A,8138,N/A,615,1,1661,47,388021,71553
75,Costa Rica,8986,+504,40,+4,2551,+110,6395,31,1763,8,61216,12013
76,Malaysia,8734,+5,122,N/A,8526,+2,86,5,270,4,861896,26618
77,North Macedonia,8530,+198,393,+4,4565,+97,3572,55,4094,189,80774,38771
78,Senegal,8369,+126,153,+3,5605,+25,2611,37,499,9,92905,5545
79,DRC,8163,+28,192,+2,3983,+35,3988,N/A,91,2,N/A,N/A
80,Ethiopia,7969,N/A,139,N/A,2430,N/A,5400,35,69,1,250604,2178
81,Bulgaria,7645,N/A,283,N/A,3663,N/A,3699,27,1101,41,184560,26570
82,Bosnia and Herzegovina,7411,+306,235,+8,3335,+156,3841,N/A,2260,72,114344,34862
83,Finland,7296,N/A,328,,6880,+80,88,1,1317,59,291100,52535
84,Palestine,7064,+300,44,N/A,1084,N/A,5936,N/A,1384,9,141444,27708
85,Haiti,6831,+104,143,+2,3283,+261,3405,N/A,599,13,14544,1275
86,Tajikistan,6695,+52,56,N/A,5383,+51,1256,N/A,701,6,N/A,N/A
87,French Guiana,6229,N/A,31,N/A,3472,N/A,2726,25,20840,104,11273,37715
88,Guinea,6200,N/A,38,N/A,4951,N/A,1211,24,472,3,14407,1096
89,Gabon,6026,N/A,46,N/A,3475,N/A,2505,11,2706,21,49853,22383
90,Madagascar,5605,+262,43,+4,2811,+165,2751,51,202,2,30530,1102
91,Mauritania,5518,N/A,147,N/A,2664,N/A,2707,5,1186,32,13842,2975
92,Luxembourg,5122,+66,111,N/A,4247,+52,764,4,8178,177,302812,483484
93,Djibouti,4979,N/A,56,N/A,4743,N/A,180,N/A,5037,57,51843,52447
94,CAR,4356,N/A,53,N/A,1229,N/A,3074,2,901,11,27561,5703
95,Hungary,4263,+5,595,N/A,3126,+20,542,5,441,62,299185,30974
96,Croatia,3953,+92,120,N/A,2629,+71,1204,5,963,29,97724,23811
97,Greece,3910,+27,193,N/A,1374,N/A,2343,13,375,19,391773,37595
98,Albania,3752,+85,101,+4,2091,+29,1560,10,1304,35,29695,10319
99,Thailand,3232,+5,58,N/A,3092,+1,82,1,46,0.8,603657,8648
100,Nicaragua,3147,N/A,99,N/A,2282,N/A,766,N/A,475,15,N/A,N/A
101,Somalia,3076,N/A,93,N/A,1380,N/A,1603,2,193,6,N/A,N/A
102,Paraguay,3074,N/A,25,N/A,1308,N/A,1741,10,431,4,94328,13219
103,Equatorial Guinea,3071,N/A,51,N/A,842,N/A,2178,N/A,2187,36,16000,11395
104,Maldives,2801,N/A,14,N/A,2302,N/A,485,12,5179,26,63559,117517
105,Mayotte,2724,N/A,37,N/A,2480,N/A,207,3,9978,136,13000,47618
106,Sri Lanka,2671,+6,11,N/A,2001,+13,659,1,125,0.5,127920,5973
107,Lebanon,2542,+91,38,+1,1455,+3,1049,14,373,6,189723,27802
108,Malawi,2497,N/A,40,N/A,795,N/A,1662,4,130,2,21532,1125
109,Cuba,2438,+6,87,N/A,2277,+2,74,2,215,8,211427,18667
110,Mali,2433,+10,121,N/A,1764,+16,548,N/A,120,6,16317,805
111,Congo,2222,+194,47,N/A,589,N/A,1586,N/A,402,9,N/A,N/A
112,South Sudan,2153,+5,41,N/A,1175,+842,937,N/A,192,4,12044,1076
113,Estonia,2016,+1,69,N/A,1901,+4,46,1,1520,52,113129,85279
114,Slovakia,1927,+19,28,N/A,1507,+14,392,2,353,5,233436,42756
115,Iceland,1911,+6,10,N/A,1885,+3,16,N/A,5599,29,106883,313141
116,Zambia,1895,N/A,42,N/A,1412,N/A,441,1,103,2,56825,3089
117,Lithuania,1882,+21,79,N/A,1582,+11,221,15,692,29,465396,171071
118,Slovenia,1878,+19,111,N/A,1501,+13,266,1,903,53,118353,56929
119,Guinea-Bissau,1842,N/A,26,N/A,773,N/A,1043,5,935,13,1500,762
120,Cabo Verde,1780,+58,19,N/A,850,+78,911,N/A,3200,34,41091,73878
121,Sierra Leone,1651,N/A,64,N/A,1190,N/A,397,N/A,207,8,N/A,N/A
122,Hong Kong,1589,+19,10,+2,1241,+12,338,6,212,1,376645,50225
123,Libya,1563,N/A,42,N/A,370,N/A,1151,N/A,227,6,36524,5313
124,New Zealand,1547,+2,22,N/A,1498,N/A,27,N/A,309,4,433324,86628
125,Yemen,1516,N/A,429,N/A,685,N/A,402,N/A,51,14,120,4
126,Eswatini,1434,N/A,20,N/A,695,N/A,719,5,1236,17,17559,15129
127,Rwanda,1416,N/A,4,N/A,737,N/A,675,N/A,109,0.3,192379,14843
128,Benin,1378,N/A,26,N/A,557,N/A,795,1,114,2,67622,5574
129,Mozambique,1330,+62,9,N/A,375,+2,946,N/A,43,0.3,42551,1360
130,Tunisia,1319,+13,50,N/A,1091,+4,178,N/A,112,4,80538,6812
131,Montenegro,1287,N/A,24,N/A,330,N/A,933,7,2049,38,27367,43573
132,Jordan,1201,+3,10,N/A,1016,+3,175,3,118,1.0,483111,47332
133,Latvia,1178,+4,31,N/A,1022,N/A,125,N/A,625,16,174057,92326
134,Niger,1099,N/A,68,N/A,992,N/A,39,,45,3,6658,275
135,Zimbabwe,1064,N/A,20,N/A,343,N/A,701,N/A,72,1,93248,6271
136,Uganda,1043,+3,N/A,N/A,1004,+20,39,N/A,23,N/A,232608,5081
137,Burkina Faso,1037,N/A,53,N/A,882,+9,102,N/A,50,3,N/A,N/A
138,Liberia,1024,N/A,51,N/A,439,N/A,534,N/A,202,10,N/A,N/A
139,Cyprus,1023,N/A,19,N/A,839,N/A,165,N/A,847,16,167394,138607
140,Georgia,1004,+5,15,N/A,873,+3,116,5,252,4,156144,39145
141,Uruguay,997,N/A,31,N/A,905,N/A,61,N/A,287,9,81446,23443
142,Namibia,960,+96,2,N/A,31,+2,927,1,378,0.8,16305,6413
143,Chad,885,+1,75,N/A,799,+1,11,N/A,54,5,N/A,N/A
144,Andorra,861,N/A,52,N/A,803,N/A,6,N/A,11143,673,3750,48531
145,Suriname,801,N/A,18,N/A,544,+1,239,6,1365,31,1244,2120
146,Jamaica,762,+3,10,N/A,643,+15,109,N/A,257,3,28603,9658
147,Sao Tome and Principe,732,N/A,14,N/A,286,N/A,432,N/A,3338,64,1973,8997
148,Togo,731,N/A,15,N/A,528,N/A,188,2,88,2,36277,4379
150,San Marino,699,N/A,42,N/A,656,,1,N/A,20599,1238,5729,168828
151,Malta,674,N/A,9,N/A,661,+1,4,N/A,1526,20,109538,248054
152,Réunion,599,N/A,3,N/A,472,N/A,124,3,669,3,35419,39550
153,Channel Islands,581,N/A,47,N/A,512,N/A,22,N/A,3341,270,21410,123102
154,Angola,576,+35,27,+1,124,+6,425,6,18,0.8,10000,304
155,Tanzania,509,N/A,21,N/A,183,N/A,305,7,9,0.4,N/A,N/A
156,Syria,458,+19,22,+1,140,+2,296,N/A,26,1,N/A,N/A
157,Taiwan,451,N/A,7,N/A,440,N/A,4,N/A,19,0.3,78897,3312
158,Botswana,399,N/A,1,N/A,38,N/A,360,1,170,0.4,51379,21835
159,Vietnam,381,+8,N/A,N/A,353,+1,28,1,4,N/A,275000,2824
160,Mauritius,342,N/A,10,N/A,330,N/A,2,N/A,269,8,193561,152188
161,Myanmar,337,N/A,6,N/A,266,+5,65,N/A,6,0.1,94168,1730
162,Isle of Man,336,N/A,24,N/A,312,N/A,0,N/A,3951,282,7301,85844
163,Comoros,321,N/A,7,N/A,302,N/A,12,N/A,369,8,N/A,N/A
164,Guyana,308,N/A,17,N/A,156,N/A,135,5,392,22,3379,4295
165,Burundi,269,N/A,1,N/A,207,N/A,61,N/A,23,0.08,6697,563
166,Mongolia,261,+18,N/A,N/A,207,+3,54,3,80,N/A,28313,8632
167,Lesotho,256,N/A,3,N/A,48,N/A,205,N/A,119,1,6033,2815
168,Martinique,255,,15,N/A,98,N/A,142,5,680,40,N/A,N/A
169,Eritrea,232,N/A,N/A,N/A,107,N/A,125,N/A,65,N/A,N/A,N/A
170,Cayman Islands,203,,1,N/A,200,N/A,2,N/A,3087,15,26919,409421
171,Guadeloupe,190,N/A,14,N/A,157,N/A,19,4,475,35,11538,28836
172,Faeroe Islands,188,N/A,N/A,N/A,188,N/A,0,N/A,3847,N/A,25276,517209
173,Gibraltar,180,N/A,N/A,N/A,180,+1,0,N/A,5343,N/A,16789,498323
174,Cambodia,165,N/A,N/A,N/A,133,N/A,32,1,10,N/A,47702,2852
175,Bermuda,150,N/A,9,N/A,137,N/A,4,1,2409,145,14467,232334
176,Brunei,141,N/A,3,N/A,138,N/A,0,N/A,322,7,34797,79512
177,Trinidad and Tobago,133,N/A,8,N/A,124,N/A,1,N/A,95,6,5847,4177
178,Bahamas,116,+3,11,N/A,91,N/A,14,1,295,28,2545,6470
179,Monaco,109,N/A,4,N/A,97,N/A,8,N/A,2777,102,16200,412718
180,Aruba,106,N/A,3,N/A,99,N/A,4,N/A,993,28,4012,37571
181,Barbados,103,N/A,7,N/A,90,N/A,6,N/A,358,24,9026,31407
182,Seychelles,100,N/A,N/A,N/A,27,+16,73,N/A,1017,N/A,N/A,N/A
183,Liechtenstein,84,N/A,1,N/A,81,N/A,2,N/A,2203,26,900,23602
184,Bhutan,84,,N/A,78,N/A,6,N/A,109,N/A,39270,50874,50874
185,Sint Maarten,78,N/A,15,N/A,63,N/A,0,N/A,1818,350,523,12193
186,Antigua and Barbuda,74,N/A,3,N/A,57,N/A,14,1,755,31,866,8840
187,Turks and Caicos,72,N/A,2,N/A,12,N/A,58,4,1859,52,946,24422
188,Gambia,64,N/A,3,N/A,34,N/A,27,N/A,26,1,3573,1477
189,French Polynesia,62,N/A,N/A,N/A,60,N/A,2,N/A,221,N/A,4649,16546
190,Macao,46,N/A,N/A,N/A,45,N/A,1,N/A,71,N/A,4071,6267
191,Saint Martin,43,N/A,3,N/A,37,N/A,3,1,1111,78,851,21997
192,Belize,39,N/A,2,N/A,21,N/A,16,N/A,98,5,2665,6698
193,St. Vincent Grenadines,35,N/A,N/A,N/A,29,N/A,6,N/A,315,N/A,1213,10932
194,Curaçao,26,+1,1,N/A,24,N/A,1,N/A,158,6,1080,6581
195,Fiji,26,N/A,N/A,N/A,18,N/A,8,N/A,29,N/A,4000,4461
196,Timor-Leste,24,N/A,N/A,N/A,24,N/A,0,N/A,18,N/A,1568,1189
197,Grenada,23,N/A,N/A,N/A,23,N/A,0,N/A,204,N/A,5465,48559
198,New Caledonia,22,+1,N/A,N/A,21,N/A,1,N/A,77,N/A,9424,32998
199,Saint Lucia,22,N/A,N/A,N/A,19,N/A,3,N/A,120,N/A,2048,11151
200,Laos,19,N/A,N/A,N/A,19,N/A,0,N/A,3,N/A,21386,2938
201,Dominica,18,N/A,N/A,N/A,18,N/A,0,N/A,250,N/A,851,11821
202,Saint Kitts and Nevis,17,N/A,N/A,N/A,15,N/A,2,N/A,319,N/A,671,12610
203,Falkland Islands,13,N/A,N/A,N/A,13,N/A,0,N/A,3732,N/A,1393,399943
204,Greenland,13,N/A,N/A,N/A,13,N/A,0,N/A,229,N/A,5098,89795
205,Montserrat,12,N/A,1,N/A,10,N/A,1,N/A,2404,200,61,12220
206,Vatican City,12,N/A,N/A,N/A,12,N/A,0,N/A,14981,N/A,N/A,N/A
207,Papua New Guinea,11,N/A,N/A,N/A,8,N/A,3,N/A,1,N/A,7147,798
208,Western Sahara,10,N/A,1,N/A,8,N/A,1,N/A,17,2,N/A,N/A
210,Caribbean Netherlands,9,+2,N/A,N/A,7,N/A,2,N/A,343,N/A,424,16163
211,British Virgin Islands,8,N/A,1,N/A,7,N/A,0,N/A,265,33,439,14518
212,St. Barth,6,N/A,N/A,N/A,6,N/A,0,N/A,607,N/A,507,51326
213,Anguilla,3,N/A,N/A,N/A,3,N/A,0,N/A,200,N/A,380,25320
214,Saint Pierre Miquelon,2,N/A,N/A,N/A,1,N/A,1,N/A,345,N/A,N/A,N/A
