#,Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Test/1M pop
78,North Macedonia,9934,+137,460,+9,5357,+103,4117,55,4768,221,94092,45163
79,Bosnia and Herzegovina,9767,N/A,280,N/A,4555,N/A,4932,N/A,2978,85,128933,39316
80,Senegal,9552,+130,187,+5,6364,+73,3001,49,570,11,101678,6064
81,Norway,9097,+5,255,N/A,8674,N/A,168,1,1677,47,420528,77531
82,Malaysia,8884,+23,123,N/A,8594,+17,167,5,274,4,925188,28563
83,Madagascar,8866,+125,78,+2,5579,+57,3209,82,320,3,37145,1340
84,DRC,8801,+34,204,+3,5305,+196,3292,N/A,98,2,N/A,N/A
85,Finland,7388,+8,329,N/A,6920,N/A,139,N/A,1333,59,330561,59654
86,Haiti,7260,+63,156,+2,4236,,2868,N/A,636,14,16649,1459
87,French Guiana,7251,N/A,41,N/A,5522,N/A,1688,25,24242,137,35701,119358
88,Tajikistan,7150,+46,59,+1,5906,+55,1185,N/A,749,6,N/A,N/A
89,Gabon,6984,N/A,49,N/A,4463,N/A,2472,11,3134,22,67767,30407
90,Guinea,6867,N/A,42,N/A,6063,N/A,762,24,522,3,14407,1095
91,Mauritania,6116,N/A,156,N/A,4206,N/A,1754,3,1313,34,57253,12296
92,Luxembourg,6056,N/A,112,N/A,4647,N/A,1297,3,9665,179,387437,618326
93,Djibouti,5039,N/A,58,N/A,4949,N/A,32,N/A,5096,59,55726,56353
94,Croatia,4792,+77,133,+5,3778,+223,881,9,1168,32,110514,26932
95,Albania,4637,+67,134,+6,2637,+29,1866,17,1611,47,33669,11700
96,CAR,4593,N/A,59,N/A,1483,N/A,3051,2,950,12,29202,6040
97,Hungary,4424,+26,596,N/A,3324,+12,504,4,458,62,319854,33116
98,Zambia,4328,+472,139,+3,1953,+276,2236,18,235,8,76072,4132
99,Paraguay,4224,N/A,38,N/A,2596,N/A,1590,12,592,5,114045,15977
100,Greece,4166,+31,201,N/A,1374,N/A,2591,10,400,19,440156,42244
101,Malawi,3453,N/A,87,N/A,1373,N/A,1993,4,180,5,25756,1344
102,Nicaragua,3439,N/A,108,N/A,2492,N/A,839,N/A,519,16,N/A,N/A
103,Lebanon,3407,N/A,46,N/A,1666,N/A,1695,21,499,7,244448,35825
104,Thailand,3282,+3,58,N/A,3109,+2,115,1,47,0.8,685316,9817
105,Maldives,3175,N/A,15,N/A,2498,N/A,662,12,5868,28,70845,130925
106,Somalia,3171,N/A,93,N/A,1499,N/A,1579,2,199,6,N/A,N/A
107,Equatorial Guinea,3071,N/A,51,N/A,842,N/A,2178,N/A,2185,36,16000,11385
108,Congo,3038,N/A,51,N/A,756,N/A,2231,N/A,550,9,N/A,N/A
109,Mayotte,2862,N/A,38,N/A,2650,N/A,174,3,10476,139,13000,47587
110,Sri Lanka,2769,+5,11,N/A,2103,+9,655,1,129,0.5,143673,6708
111,Montenegro,2665,N/A,43,N/A,643,N/A,1979,7,4243,68,31966,50896
112,Hong Kong,2506,+133,18,+2,1455,+48,1033,37,334,2,524969,69988
113,Mali,2503,N/A,123,N/A,1907,+6,473,N/A,123,6,21143,1042
114,Cuba,2469,N/A,87,N/A,2341,N/A,41,1,218,8,240894,21269
115,Libya,2424,N/A,57,N/A,504,N/A,1863,N/A,352,8,47038,6840
116,Zimbabwe,2296,N/A,32,N/A,514,N/A,1750,N/A,154,2,111737,7511
117,South Sudan,2258,N/A,45,N/A,1175,N/A,1038,N/A,202,4,12044,1075
118,Cabo Verde,2220,N/A,22,N/A,1216,N/A,982,N/A,3990,40,41634,74832
119,Slovakia,2141,+23,28,N/A,1577,N/A,536,2,392,5,252708,46285
120,Eswatini,2073,N/A,28,N/A,929,N/A,1116,5,1786,24,20784,17903
121,Slovenia,2066,+14,116,+1,1678,N/A,272,2,994,56,127040,61108
122,Estonia,2033,+5,69,N/A,1915,N/A,49,1,1532,52,116332,87692
123,Lithuania,2001,+15,80,N/A,1616,N/A,305,6,736,29,497245,182847
124,Guinea-Bissau,1954,N/A,26,N/A,803,N/A,1125,5,992,13,1500,761
125,Iceland,1843,N/A,10,N/A,1823,N/A,10,N/A,5399,29,120734,353657
126,Sierra Leone,1765,N/A,66,N/A,1297,N/A,402,N/A,221,8,N/A,N/A
127,Rwanda,1729,N/A,5,N/A,900,N/A,824,N/A,133,0.4,233677,18017
128,Benin,1694,N/A,34,N/A,918,N/A,742,1,140,3,80527,6633
129,Namibia,1687,+69,7,N/A,72,N/A,1608,13,663,3,20887,8211
130,Yemen,1674,N/A,469,N/A,779,N/A,426,N/A,56,16,120,4
131,Mozambique,1616,+26,11,N/A,543,+11,1062,N/A,52,0.4,51444,1643
132,New Zealand,1556,N/A,22,N/A,1513,N/A,21,N/A,311,4,453923,90746
133,Tunisia,1425,N/A,50,N/A,1124,N/A,251,3,120,4,87861,7429
134,Suriname,1305,N/A,23,N/A,804,N/A,478,8,2223,39,1244,2119
135,Latvia,1206,+1,31,N/A,1045,N/A,130,2,640,16,188485,100009
136,Uruguay,1166,N/A,34,N/A,946,N/A,186,3,336,10,99572,28658
137,Liberia,1155,+20,71,N/A,631,+10,453,N/A,228,14,N/A,N/A
138,Jordan,1146,N/A,11,N/A,1035,N/A,100,3,112,1,550656,53935
139,Niger,1124,N/A,69,N/A,1024,N/A,31,N/A,46,3,9052,373
140,Georgia,1117,+13,16,N/A,917,+5,184,5,280,4,187139,46918
141,Uganda,1103,+14,1,N/A,975,N/A,127,N/A,24,0.02,256040,5588
142,Burkina Faso,1075,N/A,53,N/A,920,N/A,102,N/A,51,3,N/A,N/A
143,Cyprus,1047,N/A,19,N/A,847,N/A,181,N/A,867,16,190921,158057
144,Chad,915,N/A,75,N/A,805,N/A,35,N/A,56,5,N/A,N/A
145,Andorra,897,N/A,52,N/A,803,N/A,42,N/A,11608,673,3750,48529
146,Angola,880,N/A,35,N/A,241,N/A,604,15,27,1,10000,304
147,Sao Tome and Principe,860,N/A,14,N/A,610,N/A,236,N/A,3920,64,2706,12334
148,Togo,839,N/A,17,N/A,585,N/A,237,2,101,2,39812,4803
149,Jamaica,831,+10,10,N/A,711,N/A,110,N/A,281,3,34660,11701
151,San Marino,699,N/A,42,N/A,657,N/A,0,N/A,20598,1238,5729,168818
152,Malta,686,N/A,9,N/A,665,N/A,12,N/A,1553,20,117840,266835
153,Botswana,686,N/A,1,N/A,52,N/A,633,1,291,0.4,62296,26460
154,Réunion,654,N/A,3,N/A,558,N/A,93,4,730,3,35419,39542
155,Syria,608,N/A,35,N/A,184,N/A,389,N/A,35,2,N/A,N/A
156,Channel Islands,584,N/A,47,N/A,533,N/A,4,N/A,3357,270,30721,176593
157,Tanzania,509,N/A,21,N/A,183,N/A,305,7,9,0.4,N/A,N/A
158,Taiwan,458,N/A,7,N/A,440,N/A,11,N/A,19,0.3,80270,3370
159,Vietnam,417,+4,N/A,N/A,365,N/A,52,N/A,4,N/A,275000,2824
160,Lesotho,359,N/A,6,N/A,69,N/A,284,N/A,167,3,7432,3467
162,Myanmar,348,+2,6,N/A,288,+2,54,N/A,6,0.1,107928,1983
163,Burundi,345,N/A,1,N/A,270,N/A,74,N/A,29,0.08,11332,952
164,Mauritius,344,N/A,10,N/A,332,N/A,2,N/A,270,8,205285,161399
165,Comoros,340,N/A,7,N/A,324,N/A,9,N/A,391,8,N/A,N/A
166,Isle of Man,336,N/A,24,N/A,312,N/A,0,N/A,3950,282,7829,92039
167,Bahamas,316,N/A,11,N/A,91,N/A,214,1,803,28,3907,9929
168,Mongolia,288,N/A,N/A,N/A,218,+1,70,9,88,N/A,32952,10042
169,Martinique,269,N/A,15,N/A,98,N/A,156,4,717,40,12227,32584
170,Eritrea,261,N/A,N/A,N/A,189,N/A,72,N/A,74,N/A,N/A,N/A
171,Gambia,216,N/A,6,N/A,60,N/A,150,N/A,89,2,4515,1865
172,Guadeloupe,203,N/A,14,N/A,176,N/A,13,3,507,35,15235,38075
173,Cayman Islands,203,N/A,1,N/A,202,N/A,0,N/A,3087,15,28904,439471
174,Cambodia,202,N/A,N/A,N/A,142,N/A,60,1,12,N/A,56126,3354
175,Faeroe Islands,192,+1,N/A,N/A,188,N/A,4,N/A,3928,N/A,31481,644113
176,Gibraltar,185,+1,N/A,N/A,180,N/A,5,N/A,5491,N/A,19594,581597
177,Bermuda,153,N/A,9,N/A,139,N/A,5,1,2457,145,18320,294240
178,Trinidad and Tobago,147,+5,8,N/A,128,N/A,11,N/A,105,6,6500,4644
179,Brunei,141,N/A,3,N/A,138,N/A,0,N/A,322,7,37058,84657
180,Aruba,118,N/A,3,N/A,101,N/A,14,N/A,1105,28,9415,88159
181,Monaco,116,N/A,4,N/A,100,N/A,12,N/A,2955,102,38209,973230
182,Seychelles,114,N/A,N/A,N/A,69,N/A,45,N/A,1159,N/A,N/A,N/A
183,Barbados,108,N/A,7,N/A,94,N/A,7,N/A,376,24,10140,35282
184,Sint Maarten,93,+9,15,N/A,63,N/A,15,N/A,2168,350,612,14264
185,Turks and Caicos,92,+2,2,N/A,28,+2,62,1,2374,52,1103,28465
186,Bhutan,92,N/A,N/A,N/A,85,+2,7,N/A,119,N/A,41075,53196
187,Liechtenstein,86,N/A,1,N/A,81,N/A,4,N/A,2255,26,900,23600
188,Antigua and Barbuda,82,N/A,3,N/A,60,N/A,19,1,837,31,1189,12135
189,French Polynesia,62,N/A,N/A,N/A,60,N/A,2,N/A,221,N/A,4649,16544
190,St. Vincent Grenadines,52,N/A,N/A,N/A,39,N/A,13,N/A,469,N/A,1647,14843
191,Belize,48,+1,2,N/A,26,+1,20,N/A,121,5,3166,7954
192,Saint Martin,46,N/A,3,N/A,39,N/A,4,1,1188,78,1056,27283
193,Macao,46,N/A,N/A,N/A,46,N/A,0,N/A,71,N/A,4071,6264
194,Papua New Guinea,39,+7,N/A,N/A,11,N/A,28,N/A,4,N/A,9923,1108
195,Curaçao,29,N/A,1,N/A,24,,4,N/A,177,6,1080,6580
196,Fiji,27,N/A,N/A,N/A,18,N/A,9,N/A,30,N/A,4000,4460
197,Saint Lucia,24,N/A,N/A,N/A,22,,2,N/A,131,N/A,2597,14139
198,Timor-Leste,24,N/A,N/A,N/A,24,N/A,0,N/A,18,N/A,1568,1188
199,Grenada,23,N/A,N/A,N/A,23,N/A,0,N/A,204,N/A,5465,48553
200,New Caledonia,22,N/A,N/A,N/A,22,N/A,0,N/A,77,N/A,10119,35422
201,Laos,20,N/A,N/A,N/A,19,N/A,1,N/A,3,N/A,25121,3450
202,Dominica,18,N/A,N/A,N/A,18,N/A,0,N/A,250,N/A,1005,13959
203,Saint Kitts and Nevis,17,N/A,N/A,N/A,15,N/A,2,N/A,319,N/A,948,17812
204,Falkland Islands,13,N/A,N/A,N/A,13,N/A,0,N/A,3730,N/A,1816,521090
205,Greenland,13,N/A,N/A,N/A,13,N/A,0,N/A,229,N/A,5645,99424
206,Montserrat,12,N/A,1,N/A,10,N/A,1,N/A,2404,200,61,12220
207,Vatican City,12,N/A,N/A,N/A,12,,0,N/A,14981,N/A,N/A,N/A
208,Caribbean Netherlands,11,N/A,N/A,N/A,7,N/A,4,N/A,419,N/A,424,16160
209,Western Sahara,10,N/A,1,N/A,8,,1,N/A,17,2,N/A,N/A
211,British Virgin Islands,8,N/A,1,N/A,7,N/A,0,N/A,265,33,439,14515
212,St. Barth,6,N/A,N/A,N/A,6,N/A,0,N/A,607,N/A,897,90799
213,Saint Pierre Miquelon,4,N/A,N/A,N/A,1,N/A,3,N/A,691,N/A,N/A,N/A
214,Anguilla,3,N/A,N/A,N/A,3,N/A,0,N/A,200,N/A,380,25313
