#,Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Test/1M pop
116,Estonia,2021,N/A,69,N/A,1912,N/A,40,1,1523,52,114437,86264
117,Libya,1980,+114,49,+1,441,+23,1490,N/A,288,7,40135,5837
118,Slovakia,1980,+1,28,N/A,1538,+8,414,2,363,5,240205,43995
119,Hong Kong,1959,+73,12,N/A,1302,+8,645,23,261,2,442256,58967
120,Slovenia,1953,+7,113,+1,1603,+35,237,3,939,54,122275,58816
121,Guinea-Bissau,1949,N/A,26,N/A,803,N/A,1120,5,989,13,1500,761
122,Lithuania,1947,+15,80,N/A,1601,+1,266,6,716,29,482607,177431
123,Iceland,1930,N/A,10,N/A,1907,N/A,13,N/A,5654,29,113204,331629
124,Eswatini,1826,+33,23,+2,850,+28,953,5,1573,20,17559,15127
125,Zimbabwe,1713,+102,26,+1,472,N/A,1215,N/A,115,2,103291,6945
126,Sierra Leone,1711,N/A,66,+1,1261,+24,384,N/A,214,8,N/A,N/A
127,Rwanda,1629,+47,5,N/A,838,+4,786,N/A,126,0.4,214000,16505
128,Yemen,1619,+13,447,+2,714,+2,458,N/A,54,15,120,4
129,Benin,1602,N/A,31,N/A,782,N/A,789,1,132,3,72832,6001
130,New Zealand,1554,+1,22,N/A,1506,N/A,26,1,311,4,443169,88597
131,Mozambique,1507,+16,11,+1,505,+33,991,N/A,48,0.4,47887,1530
132,Tunisia,1381,+7,50,N/A,1099,+2,232,3,117,4,84245,7124
133,Namibia,1344,+97,4,+1,42,+7,1298,13,529,2,17994,7076
134,Jordan,1223,+5,11,N/A,1028,+4,184,3,120,1,519998,50939
135,Latvia,1192,N/A,31,N/A,1022,N/A,139,N/A,632,16,182225,96673
136,Liberia,1107,+16,70,N/A,547,+13,490,N/A,219,14,N/A,N/A
137,Niger,1104,N/A,69,N/A,1014,N/A,21,N/A,46,3,9052,373
138,Uganda,1069,+4,N/A,N/A,1071,+48,-2,N/A,23,N/A,247646,5408
139,Burkina Faso,1065,+13,53,N/A,901,N/A,111,N/A,51,3,N/A,N/A
140,Uruguay,1054,N/A,33,N/A,922,N/A,99,3,303,9,88616,25506
141,Georgia,1039,+11,16,+1,900,+1,123,5,260,4,174558,43763
142,Cyprus,1038,N/A,19,N/A,845,N/A,174,N/A,859,16,179676,148762
143,Suriname,1029,N/A,21,N/A,627,N/A,381,5,1753,36,1244,2120
144,Chad,889,N/A,75,N/A,801,N/A,13,N/A,54,5,N/A,N/A
145,Andorra,884,+4,52,N/A,803,N/A,29,N/A,11440,673,3750,48530
146,Jamaica,790,+16,10,N/A,693,+14,87,N/A,267,3,30962,10454
147,Togo,783,+5,15,N/A,554,+3,214,2,94,2,38149,4603
148,Angola,749,+44,29,N/A,221,N/A,499,6,23,0.9,10000,304
149,Sao Tome and Principe,746,N/A,14,N/A,451,N/A,281,N/A,3401,64,2123,9679
151,San Marino,699,N/A,42,N/A,656,N/A,1,N/A,20598,1238,5729,168823
152,Malta,677,N/A,9,N/A,664,+2,4,N/A,1533,20,113820,257741
153,Réunion,631,+3,3,N/A,472,N/A,156,4,705,3,35419,39546
154,Channel Islands,583,N/A,47,N/A,529,N/A,7,N/A,3352,270,30721,176615
155,Syria,522,+26,29,+4,154,+10,339,N/A,30,2,N/A,N/A
156,Botswana,522,N/A,1,N/A,48,N/A,473,1,222,0.4,51379,21829
157,Tanzania,509,N/A,21,N/A,183,N/A,305,7,9,0.4,N/A,N/A
158,Taiwan,455,N/A,7,N/A,440,N/A,8,N/A,19,0.3,79506,3338
159,Vietnam,384,+1,N/A,N/A,360,+3,24,1,4,N/A,275000,2824
160,Lesotho,359,N/A,6,N/A,69,N/A,284,N/A,168,3,7432,3468
161,Mauritius,343,,10,N/A,331,N/A,2,N/A,270,8,205285,161403
162,Myanmar,341,N/A,6,N/A,278,+2,57,N/A,6,0.1,102499,1883
163,Isle of Man,336,N/A,24,N/A,312,N/A,0,N/A,3950,282,7473,87860
164,Guyana,336,N/A,19,N/A,163,N/A,154,5,427,24,3685,4684
165,Comoros,334,N/A,7,N/A,313,N/A,14,N/A,384,8,N/A,N/A
166,Burundi,310,N/A,1,N/A,207,N/A,102,N/A,26,0.08,6697,563
167,Mongolia,287,N/A,N/A,N/A,213,N/A,74,10,87,N/A,29933,9124
168,Martinique,262,N/A,15,N/A,98,N/A,149,5,698,40,12227,32584
169,Eritrea,251,N/A,N/A,N/A,155,N/A,96,N/A,71,N/A,N/A,N/A
170,Cayman Islands,203,N/A,1,N/A,200,N/A,2,N/A,3087,15,27597,419662
171,Guadeloupe,195,N/A,14,N/A,172,N/A,9,4,487,35,13571,33917
172,Faeroe Islands,191,N/A,N/A,N/A,188,N/A,3,N/A,3908,N/A,28927,591881
173,Gibraltar,180,N/A,N/A,N/A,180,N/A,0,N/A,5343,N/A,17870,530424
174,Cambodia,171,N/A,N/A,N/A,136,N/A,35,1,10,N/A,52502,3138
175,Bahamas,153,N/A,11,N/A,91,N/A,51,1,389,28,2645,6723
176,Bermuda,153,N/A,9,N/A,137,N/A,7,1,2457,145,16279,261447
177,Brunei,141,N/A,3,N/A,138,N/A,0,N/A,322,7,35469,81037
178,Trinidad and Tobago,137,N/A,8,N/A,124,N/A,5,N/A,98,6,6074,4339
179,Aruba,115,+2,3,N/A,100,N/A,12,N/A,1077,28,5209,48778
180,Monaco,109,N/A,4,N/A,98,N/A,7,N/A,2777,102,38209,973329
181,Seychelles,108,N/A,N/A,N/A,27,N/A,81,N/A,1098,N/A,N/A,N/A
182,Barbados,106,+1,7,N/A,91,N/A,8,N/A,369,24,9602,33411
183,Gambia,93,N/A,4,N/A,49,N/A,40,N/A,38,2,3681,1521
184,Bhutan,89,+2,N/A,N/A,82,+2,7,N/A,115,N/A,40380,52304
185,Liechtenstein,86,N/A,1,N/A,81,N/A,4,N/A,2255,26,900,23601
186,Turks and Caicos,81,+6,2,N/A,22,N/A,57,1,2091,52,1016,26225
187,Sint Maarten,79,N/A,15,N/A,63,N/A,1,N/A,1841,350,523,12191
188,Antigua and Barbuda,76,N/A,3,N/A,57,N/A,16,1,776,31,930,9493
189,French Polynesia,62,N/A,N/A,N/A,60,N/A,2,N/A,221,N/A,4649,16545
190,St. Vincent Grenadines,50,+6,N/A,N/A,29,N/A,21,N/A,451,N/A,1443,13005
191,Saint Martin,46,N/A,3,N/A,39,N/A,4,1,1189,78,1056,27290
192,Macao,46,N/A,N/A,N/A,46,N/A,0,N/A,71,N/A,4071,6265
193,Belize,40,N/A,2,N/A,22,N/A,16,N/A,101,5,2786,7001
194,Curaçao,28,N/A,1,N/A,24,N/A,3,N/A,171,6,1080,6580
195,Fiji,27,+1,N/A,N/A,18,N/A,9,N/A,30,N/A,4000,4460
196,Timor-Leste,24,N/A,N/A,N/A,24,N/A,0,N/A,18,N/A,1568,1188
197,Grenada,23,N/A,N/A,N/A,23,N/A,0,N/A,204,N/A,5465,48556
198,Saint Lucia,23,N/A,N/A,N/A,19,N/A,4,N/A,125,N/A,2155,11733
199,New Caledonia,22,N/A,N/A,N/A,21,N/A,1,N/A,77,N/A,9841,34453
200,Laos,19,N/A,N/A,N/A,19,N/A,0,N/A,3,N/A,23171,3183
201,Dominica,18,N/A,N/A,N/A,18,N/A,0,N/A,250,N/A,851,11820
202,Saint Kitts and Nevis,17,N/A,N/A,N/A,15,N/A,2,N/A,319,N/A,725,13623
203,Papua New Guinea,16,N/A,N/A,N/A,8,N/A,8,N/A,2,N/A,7147,798
204,Falkland Islands,13,N/A,N/A,N/A,13,N/A,0,N/A,3731,N/A,1660,476464
205,Greenland,13,N/A,N/A,N/A,13,N/A,0,N/A,229,N/A,5372,94619
206,Montserrat,12,N/A,1,N/A,10,N/A,1,N/A,2404,200,61,12220
207,Vatican City,12,N/A,N/A,N/A,12,N/A,0,N/A,14981,N/A,N/A,N/A
208,Western Sahara,10,N/A,1,N/A,8,N/A,1,N/A,17,2,N/A,N/A
209,Caribbean Netherlands,10,N/A,N/A,N/A,7,N/A,3,N/A,381,N/A,424,16162
211,British Virgin Islands,8,N/A,1,N/A,7,N/A,0,N/A,265,33,439,14517
212,St. Barth,6,N/A,N/A,N/A,6,N/A,0,N/A,607,,897,90799
213,Saint Pierre Miquelon,4,N/A,N/A,N/A,1,N/A,3,N/A,691,N/A,N/A,N/A
214,Anguilla,3,N/A,N/A,N/A,3,N/A,0,N/A,200,N/A,380,25316
