#,Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Test/1M pop
41,Portugal,49379,+229,1705,+3,34369,+370,13305,59,4844,167,1496925,146832
42,Singapore,49098,+354,27,N/A,45015,+220,4056,N/A,8388,5,1170049,199904
43,Poland,41580,+418,1651,+9,31541,+402,8388,71,1099,44,2017513,53311
44,Romania,41275,+1112,2126,+25,24862,+199,14287,285,2146,111,1030692,53600
45,Guatemala,41135,N/A,1573,N/A,27756,N/A,11806,5,2294,88,128910,7188
46,Nigeria,38344,N/A,813,N/A,15815,N/A,21716,7,186,4,247825,1201
47,Bahrain,37637,N/A,132,+2,33894,N/A,3611,47,22084,77,752485,441539
48,Armenia,36162,+469,688,+10,25244,+478,10230,10,12202,232,151879,51248
49,Honduras,36102,+757,1006,+18,4315,+171,30781,51,3642,101,78825,7951
50,Afghanistan,35915,+188,1211,+21,24538,+614,10166,31,922,31,85397,2191
51,Switzerland,34000,+117,1975,+3,30500,N/A,1525,25,3927,228,746658,86235
52,Kyrgyzstan,30349,+990,1169,+46,16791,+1031,12389,24,4648,179,262894,40259
53,Ghana,29672,N/A,153,N/A,26090,N/A,3429,8,954,5,357220,11484
54,Azerbaijan,28980,+347,391,+6,20974,+531,7615,66,2857,39,658782,64940
55,Japan,26303,N/A,989,N/A,20651,N/A,4663,55,208,8,670619,5303
56,Ireland,25819,N/A,1754,N/A,23364,N/A,701,6,5226,355,583211,118036
57,Algeria,24872,N/A,1111,N/A,16983,N/A,6778,51,567,25,N/A,N/A
58,Serbia,22443,+412,508,+9,14047,N/A,7888,185,2569,58,591350,67698
59,Moldova,22105,+307,719,+7,15174,+318,6212,362,5481,178,128076,31754
60,Austria,20099,+170,711,N/A,17943,+94,1445,15,2231,79,814681,90425
61,Uzbekistan,18531,+152,99,+1,9872,N/A,8560,100,553,3,1377915,41137
62,Nepal,18241,+147,43,+1,12840,+156,5358,N/A,625,1,643497,22064
63,Morocco,17962,N/A,285,N/A,15636,N/A,2041,31,486,8,1065833,28857
64,Cameroon,16522,N/A,382,N/A,13728,N/A,2412,52,622,14,135000,5079
65,Kenya,15601,+796,260,N/A,6757,N/A,8584,44,290,5,261027,4849
66,Ivory Coast,14733,N/A,93,N/A,8995,N/A,5645,N/A,558,4,87683,3320
67,Czechia,14570,N/A,364,N/A,9144,N/A,5062,22,1360,34,638484,59615
68,S. Korea,13938,+59,297,N/A,12758,+60,883,18,272,6,1500854,29272
69,Denmark,13390,+42,612,+1,12299,+25,479,3,2311,106,1391957,240264
70,El Salvador,13377,+402,372,+9,7276,+157,5729,461,2062,57,219391,33814
71,Australia,13302,+406,133,+5,8656,+3,4513,41,521,5,3710460,145413
72,Venezuela,13164,N/A,124,N/A,7471,N/A,5569,18,463,4,1441066,50687
73,Costa Rica,12361,N/A,71,N/A,3322,N/A,8968,50,2425,14,71150,13960
74,Ethiopia,11524,N/A,188,N/A,5506,N/A,5830,35,100,2,350160,3042
75,Sudan,11237,N/A,708,N/A,5835,N/A,4694,N/A,256,16,401,9
76,Palestine,9744,+346,67,+1,2720,+770,6957,N/A,1908,13,155355,30417
77,Bulgaria,9584,N/A,321,N/A,4643,N/A,4620,24,1380,46,221755,31930
78,North Macedonia,9547,N/A,442,N/A,5071,N/A,4034,55,4582,212,89703,43057
79,Bosnia and Herzegovina,9462,+347,274,+6,4367,+208,4821,N/A,2885,84,127302,38818
80,Senegal,9266,+145,178,+1,6170,+62,2918,47,553,11,100076,5969
81,Norway,9071,+12,255,N/A,8674,+536,142,1,1672,47,416131,76724
82,Malaysia,8840,+9,123,N/A,8574,+8,143,5,273,4,916340,28291
83,DRC,8720,+94,201,+4,5105,+315,3414,N/A,97,2,N/A,N/A
84,Madagascar,8381,+219,70,+1,5160,+498,3151,84,302,3,35928,1296
85,Finland,7372,+10,328,N/A,6920,N/A,124,1,1330,59,321168,57959
86,Haiti,7167,+21,154,N/A,4095,N/A,2918,N/A,628,13,16410,1438
87,Tajikistan,7060,+45,58,N/A,5793,+52,1209,N/A,739,6,N/A,N/A
88,French Guiana,6883,N/A,39,N/A,5277,N/A,1567,25,23015,130,33771,112922
89,Guinea,6747,N/A,41,N/A,5891,N/A,815,24,513,3,14407,1096
90,Gabon,6588,N/A,47,N/A,4235,N/A,2306,11,2956,21,63145,28336
91,Mauritania,6027,N/A,155,N/A,3977,N/A,1895,3,1295,33,57253,12297
92,Luxembourg,5854,,111,N/A,4530,N/A,1213,5,9343,177,370539,591411
93,Djibouti,5030,N/A,58,N/A,4904,N/A,68,N/A,5087,59,55048,55672
94,Croatia,4634,+104,128,+3,3394,+116,1112,7,1129,31,108222,26372
95,CAR,4574,N/A,57,N/A,1437,N/A,3080,2,946,12,29068,6013
96,Hungary,4380,+14,596,N/A,3300,+17,484,4,453,62,316120,32729
97,Albania,4358,N/A,120,N/A,2463,N/A,1775,17,1514,42,31383,10906
98,Greece,4077,N/A,200,N/A,1374,N/A,2503,10,391,19,424675,40757
99,Paraguay,4000,N/A,36,N/A,2391,N/A,1573,10,560,5,108033,15136
100,Zambia,3583,N/A,128,N/A,1677,N/A,1778,18,195,7,72820,3956
101,Nicaragua,3439,N/A,108,N/A,2492,N/A,839,N/A,519,16,N/A,N/A
102,Malawi,3302,+153,76,+5,1282,+26,1944,4,172,4,24822,1296
103,Thailand,3269,+8,58,N/A,3105,N/A,106,1,47,0.8,685316,9817
104,Somalia,3161,N/A,93,N/A,1495,N/A,1573,2,199,6,N/A,N/A
105,Lebanon,3104,N/A,43,N/A,1607,N/A,1454,21,455,6,230049,33714
106,Maldives,3103,N/A,15,N/A,2397,N/A,691,12,5735,28,69370,128212
107,Equatorial Guinea,3071,N/A,51,N/A,842,N/A,2178,N/A,2186,36,16000,11387
108,Congo,2851,N/A,50,N/A,666,N/A,2135,N/A,516,9,N/A,N/A
109,Mayotte,2839,N/A,38,N/A,2614,N/A,187,2,10394,139,13000,47593
110,Sri Lanka,2753,+1,11,N/A,2077,+13,665,1,129,0.5,143673,6708
111,Mali,2494,N/A,123,N/A,1889,+20,482,N/A,123,6,20762,1024
112,Montenegro,2472,N/A,39,N/A,496,N/A,1937,7,3936,62,31479,50120
113,Cuba,2466,+4,87,N/A,2339,+13,40,1,218,8,237819,20997
114,Hong Kong,2250,+118,15,+1,1379,+35,856,33,300,2,442256,58963
115,South Sudan,2211,N/A,45,N/A,1175,N/A,991,N/A,197,4,12044,1075
116,Libya,2176,N/A,53,N/A,489,N/A,1634,N/A,316,8,44202,6428
117,Cabo Verde,2154,N/A,21,N/A,1132,N/A,1001,N/A,3872,38,41634,74836
118,Slovakia,2089,+31,28,N/A,1556,N/A,505,2,383,5,248384,45493
119,Zimbabwe,2034,N/A,26,N/A,510,N/A,1498,N/A,137,2,107788,7246
120,Slovenia,2033,+27,115,N/A,1661,+13,257,2,978,55,125274,60258
122,Lithuania,1960,+9,80,N/A,1611,+4,269,6,721,29,493865,181590
123,Guinea-Bissau,1954,N/A,26,N/A,803,N/A,1125,5,992,13,1500,761
124,Eswatini,1938,N/A,25,N/A,876,N/A,1037,5,1669,22,20784,17904
125,Iceland,1841,+1,10,N/A,1823,+1,8,N/A,5393,29,119103,348892
126,Sierra Leone,1731,N/A,66,N/A,1288,N/A,377,N/A,217,8,N/A,N/A
127,Benin,1694,+4,34,N/A,918,+136,742,1,140,3,80527,6634
128,Rwanda,1689,N/A,5,N/A,867,N/A,817,N/A,130,0.4,225652,17400
129,Yemen,1640,N/A,458,N/A,751,N/A,431,N/A,55,15,120,4
130,Mozambique,1557,N/A,11,N/A,523,N/A,1023,N/A,50,0.4,49492,1581
131,New Zealand,1555,N/A,22,N/A,1511,N/A,22,N/A,311,4,448786,89720
132,Namibia,1402,N/A,7,N/A,64,N/A,1331,13,551,3,19260,7573
133,Tunisia,1394,N/A,50,N/A,1108,N/A,236,3,118,4,85917,7265
134,Latvia,1203,+6,31,N/A,1045,N/A,127,2,638,16,186975,99202
135,Suriname,1176,N/A,21,N/A,739,N/A,416,2,2004,36,1244,2119
136,Jordan,1131,+11,11,N/A,1035,N/A,85,3,111,1,542868,53175
137,Niger,1122,N/A,69,N/A,1018,N/A,35,N/A,46,3,9052,373
138,Liberia,1117,+3,71,+1,613,+21,433,N/A,221,14,N/A,N/A
139,Uruguay,1117,N/A,34,N/A,934,N/A,149,3,321,10,95156,27387
140,Georgia,1085,+12,16,N/A,911,+4,158,5,272,4,187139,46918
141,Uganda,1079,+4,N/A,N/A,971,+13,108,N/A,24,N/A,250029,5458
142,Burkina Faso,1070,+4,53,N/A,919,+2,98,N/A,51,3,N/A,N/A
143,Cyprus,1040,N/A,19,N/A,847,N/A,174,N/A,861,16,186881,154718
144,Chad,889,N/A,75,N/A,805,N/A,9,N/A,54,5,N/A,N/A
145,Andorra,889,N/A,52,N/A,803,N/A,34,N/A,11505,673,3750,48529
146,Jamaica,816,+6,10,N/A,710,+1,96,N/A,275,3,33170,11199
147,Angola,812,N/A,33,N/A,221,N/A,558,6,25,1,10000,304
148,Togo,806,N/A,16,N/A,578,N/A,212,2,97,2,38775,4678
149,Sao Tome and Principe,747,N/A,14,N/A,601,N/A,132,,3405,64,2192,9992
151,San Marino,699,N/A,42,N/A,656,N/A,1,N/A,20598,1238,5729,168823
152,Malta,680,+1,9,N/A,665,N/A,6,N/A,1540,20,116909,264731
153,Réunion,646,+1,3,N/A,558,N/A,85,4,721,3,35419,39544
154,Channel Islands,583,N/A,47,N/A,529,N/A,7,N/A,3351,270,30721,176602
155,Syria,561,N/A,32,N/A,165,N/A,364,N/A,32,2,N/A,N/A
156,Botswana,522,N/A,1,N/A,48,N/A,473,1,222,0.4,56541,24018
157,Tanzania,509,N/A,21,N/A,183,N/A,305,7,9,0.4,N/A,N/A
158,Taiwan,455,N/A,7,N/A,440,N/A,8,N/A,19,0.3,80106,3363
159,Vietnam,412,+4,N/A,N/A,365,N/A,47,N/A,4,N/A,275000,2824
160,Lesotho,359,N/A,6,N/A,69,N/A,284,N/A,168,3,7432,3468
161,Guyana,350,N/A,19,N/A,165,N/A,166,3,445,24,3919,4981
162,Burundi,345,+17,1,N/A,270,+63,74,N/A,29,0.08,6697,562
163,Mauritius,343,N/A,10,N/A,332,N/A,1,N/A,270,8,205285,161401
164,Myanmar,343,N/A,6,N/A,280,N/A,57,N/A,6,0.1,105635,1941
165,Comoros,337,N/A,7,N/A,319,,11,N/A,387,8,N/A,N/A
166,Isle of Man,336,N/A,24,N/A,312,N/A,0,N/A,3950,282,7720,90759
167,Mongolia,287,N/A,N/A,N/A,214,+1,73,10,87,N/A,31340,9551
168,Martinique,262,N/A,15,N/A,98,N/A,149,5,698,40,12227,32584
169,Eritrea,251,N/A,N/A,N/A,155,N/A,96,N/A,71,N/A,N/A,N/A
170,Bahamas,219,N/A,11,N/A,91,N/A,117,1,557,28,3759,9554
171,Cayman Islands,203,N/A,1,N/A,201,N/A,1,N/A,3087,15,28464,432807
172,Cambodia,198,+1,N/A,N/A,142,+2,56,1,12,N/A,55034,3289
173,Guadeloupe,195,N/A,14,N/A,172,N/A,9,4,487,35,13571,33917
174,Faeroe Islands,191,N/A,N/A,N/A,188,N/A,3,N/A,3908,N/A,30659,627307
175,Gibraltar,182,N/A,N/A,N/A,180,N/A,2,N/A,5402,N/A,18534,550134
176,Bermuda,153,N/A,9,N/A,139,N/A,5,1,2457,145,17958,288422
177,Gambia,146,N/A,5,N/A,57,N/A,84,N/A,60,2,3834,1584
178,Trinidad and Tobago,141,N/A,8,N/A,127,N/A,6,N/A,101,6,6213,4439
179,Brunei,141,N/A,3,N/A,138,N/A,0,N/A,322,7,37058,84661
180,Aruba,117,N/A,3,N/A,100,N/A,14,N/A,1096,28,9415,88161
181,Monaco,112,N/A,4,N/A,100,N/A,8,N/A,2853,102,38209,973279
182,Seychelles,108,N/A,N/A,N/A,27,N/A,81,N/A,1098,N/A,N/A,N/A
183,Barbados,106,N/A,7,N/A,94,N/A,5,N/A,369,24,9884,34391
184,Bhutan,92,N/A,N/A,N/A,83,N/A,9,N/A,119,N/A,40740,52766
185,Liechtenstein,86,N/A,1,N/A,81,N/A,4,N/A,2255,26,900,23600
186,Turks and Caicos,82,N/A,2,N/A,22,N/A,58,1,2116,52,1047,27022
187,Sint Maarten,81,+2,15,N/A,63,N/A,3,N/A,1888,350,523,12190
188,Antigua and Barbuda,76,N/A,3,N/A,58,+1,15,1,776,31,1142,11656
189,French Polynesia,62,N/A,N/A,N/A,60,N/A,2,N/A,221,N/A,4649,16544
190,St. Vincent Grenadines,52,N/A,N/A,N/A,37,N/A,15,N/A,469,N/A,1601,14428
191,Saint Martin,46,N/A,3,N/A,39,N/A,4,1,1189,78,1056,27285
192,Macao,46,N/A,N/A,N/A,46,N/A,0,N/A,71,N/A,4071,6265
193,Belize,43,N/A,2,N/A,23,N/A,18,N/A,108,5,3025,7600
194,Papua New Guinea,30,N/A,N/A,N/A,8,N/A,22,N/A,3,N/A,7147,798
195,Curaçao,28,N/A,1,N/A,24,N/A,3,N/A,171,6,1080,6580
196,Fiji,27,N/A,N/A,N/A,18,N/A,9,N/A,30,N/A,4000,4460
197,Timor-Leste,24,,N/A,24,N/A,0,N/A,18,N/A,1568,1188,1188
198,Grenada,23,N/A,N/A,N/A,23,N/A,0,N/A,204,N/A,5465,48554
199,Saint Lucia,23,,N/A,19,N/A,4,N/A,125,N/A,2412,13132,13132
200,New Caledonia,22,N/A,N/A,N/A,21,N/A,1,N/A,77,N/A,9911,34695
201,Laos,19,N/A,N/A,N/A,19,N/A,0,N/A,3,N/A,24054,3303
202,Dominica,18,N/A,N/A,N/A,18,N/A,0,N/A,250,N/A,851,11820
203,Saint Kitts and Nevis,17,N/A,N/A,N/A,15,N/A,2,N/A,319,N/A,931,17493
204,Falkland Islands,13,N/A,N/A,N/A,13,N/A,0,N/A,3730,N/A,1816,521090
205,Greenland,13,N/A,,13,N/A,0,N/A,229,N/A,5645,99426,99426
206,Montserrat,12,N/A,1,N/A,10,N/A,1,N/A,2404,200,61,12220
208,Western Sahara,10,N/A,1,N/A,8,N/A,1,N/A,17,2,N/A,N/A
209,Caribbean Netherlands,10,N/A,,N/A,7,N/A,3,N/A,381,N/A,424,424
211,British Virgin Islands,8,N/A,1,N/A,7,N/A,0,N/A,265,33,439,14516
212,St. Barth,6,N/A,N/A,N/A,6,N/A,0,N/A,607,N/A,897,90799
213,Saint Pierre Miquelon,4,N/A,N/A,N/A,1,N/A,3,N/A,691,N/A,N/A,N/A
214,Anguilla,3,N/A,N/A,N/A,3,N/A,0,N/A,200,N/A,380,25315
