#,Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Test/1M pop
41,Portugal,49692,+313,1712,+7,34687,+318,13293,59,4874,168,1512972,148407
42,Singapore,49375,+277,27,N/A,45015,N/A,4333,N/A,8436,5,1170049,199900
43,Guatemala,43283,+1091,1669,+37,30150,+1294,11464,5,2413,93,135434,7552
44,Romania,42394,+1119,2150,+24,25349,+487,14895,301,2205,112,1053656,54795
45,Poland,42038,+458,1655,+4,31997,+456,8386,61,1111,44,2068983,54672
46,Nigeria,38948,N/A,833,N/A,16061,N/A,22054,7,189,4,251893,1220
47,Bahrain,38458,+462,136,+2,34826,+414,3496,48,22564,80,771500,452654
48,Honduras,36902,+800,1011,+5,4448,+133,31443,51,3722,102,78825,7951
49,Armenia,36613,+451,692,+4,25734,+490,10187,10,12354,233,153814,51901
50,Afghanistan,35981,+53,1225,+14,24602,+52,10154,31,923,31,85970,2206
51,Switzerland,34154,+154,1977,+2,30500,N/A,1677,20,3945,228,753333,87005
52,Kyrgyzstan,31247,+898,1211,+42,18038,+1247,11998,24,4785,185,262894,40257
53,Ghana,30366,+694,153,N/A,26687,+597,3526,6,976,5,361542,11622
54,Azerbaijan,29312,+332,400,+9,21547,+573,7365,66,2889,39,667819,65829
55,Japan,27029,N/A,990,N/A,21035,N/A,5004,59,214,8,688036,5441
56,Algeria,26159,+675,1136,+12,17369,N/A,7654,66,596,26,N/A,N/A
57,Ireland,25845,+19,1763,N/A,23364,N/A,718,5,5231,357,592202,119852
58,Serbia,22852,+409,518,+10,14047,N/A,8287,167,2616,59,601984,68916
59,Moldova,22483,+378,726,+7,15407,+233,6350,362,5574,180,128076,31754
60,Austria,20214,+115,711,N/A,18042,+99,1461,17,2244,79,833841,92550
61,Uzbekistan,19360,+492,106,+4,10472,+323,8782,100,578,3,1377915,41135
62,Morocco,18834,+570,299,+7,16100,+228,2435,31,510,8,1105271,29923
63,Nepal,18374,+133,44,+1,12947,+107,5383,N/A,630,2,647484,22200
64,Cameroon,16708,+186,385,+3,14539,+811,1784,30,629,14,145000,5455
65,Kenya,16268,+667,274,+11,7446,+311,8548,44,302,5,261027,4849
66,Ivory Coast,15253,+252,94,+1,9499,+217,5660,N/A,577,4,89920,3404
67,Czechia,14924,+124,368,+3,9402,+74,5154,22,1393,34,650650,60750
68,S. Korea,13979,+41,298,+1,12817,+59,864,16,273,6,1510327,29457
69,El Salvador,13792,+415,379,+7,7415,+139,5998,486,2126,58,221820,34188
70,Costa Rica,13669,+540,87,+7,3505,+57,10077,49,2682,17,74375,14592
71,Venezuela,13613,N/A,129,N/A,7752,N/A,5732,24,479,5,1470678,51729
72,Australia,13595,+289,139,+6,8775,N/A,4681,42,533,5,3787545,148429
73,Denmark,13438,+48,613,+1,12340,+41,485,3,2319,106,1411757,243679
74,Ethiopia,12693,+760,200,+3,5785,+140,6708,68,110,2,364322,3165
75,Sudan,11302,+65,715,+7,5855,+20,4732,N/A,257,16,401,9
76,Palestine,10093,+349,70,+3,2720,N/A,7303,N/A,1976,14,155355,30415
77,Bulgaria,9853,N/A,329,N/A,5031,,4493,27,1419,47,227668,32782
78,North Macedonia,9797,+128,451,+6,5254,+183,4092,55,4702,216,92550,44423
79,Bosnia and Herzegovina,9767,+305,280,+6,4555,+188,4932,N/A,2978,85,128933,39316
80,Senegal,9422,+156,182,+4,6291,+121,2949,49,562,11,101678,6064
81,Norway,9088,+3,255,N/A,8674,N/A,159,1,1676,47,420528,77533
82,Malaysia,8861,+21,123,N/A,8577,+3,161,5,274,4,925188,28564
83,DRC,8767,+47,201,N/A,5109,+4,3457,N/A,98,2,N/A,N/A
84,Madagascar,8741,+360,76,+6,5522,+362,3143,87,315,3,36773,1326
85,Finland,7380,+8,329,+1,6920,N/A,131,N/A,1332,59,330561,59654
86,French Guiana,7251,+165,41,+1,5522,+146,1688,25,24244,137,35701,119366
87,Haiti,7197,+30,154,N/A,4236,+141,2807,N/A,631,13,16649,1459
88,Tajikistan,7104,+44,58,N/A,5851,+58,1195,N/A,744,6,N/A,N/A
89,Gabon,6984,+396,49,+2,4463,+228,2472,11,3134,22,67767,30409
90,Guinea,6867,+61,42,N/A,6063,+64,762,24,522,3,14407,1095
91,Mauritania,6116,+49,156,N/A,4206,+120,1754,3,1314,34,57253,12297
92,Luxembourg,6056,+104,112,N/A,4647,+56,1297,3,9665,179,387437,618354
93,Djibouti,5039,+8,58,N/A,4949,+22,32,N/A,5096,59,55726,56355
94,Croatia,4715,+81,128,N/A,3555,+161,1032,9,1149,31,109358,26650
95,CAR,4593,+3,59,+1,1483,+31,3051,2,950,12,29202,6040
96,Albania,4570,+104,128,+5,2608,+85,1834,17,1588,44,33669,11700
97,Hungary,4398,+18,596,N/A,3312,+12,490,4,455,62,319854,33116
98,Greece,4135,+25,201,N/A,1374,N/A,2560,8,397,19,436510,41893
99,Paraguay,4113,N/A,36,N/A,2487,N/A,1590,12,576,5,112039,15697
100,Zambia,3856,+67,136,+2,1677,N/A,2043,18,209,7,72820,3955
101,Nicaragua,3439,N/A,108,N/A,2492,N/A,839,N/A,519,16,N/A,N/A
102,Lebanon,3407,+147,46,+3,1666,+47,1695,21,499,7,244448,35825
103,Malawi,3386,+84,79,+3,1328,+46,1979,4,177,4,25756,1345
104,Thailand,3279,+10,58,N/A,3107,+2,114,1,47,0.8,685316,9817
105,Maldives,3175,+55,15,N/A,2498,+70,662,12,5868,28,70845,130932
106,Somalia,3171,N/A,93,,1499,N/A,1579,2,199,6,N/A,N/A
107,Equatorial Guinea,3071,N/A,51,N/A,842,N/A,2178,N/A,2185,36,16000,11386
108,Congo,3038,+187,51,+1,756,+90,2231,N/A,550,9,N/A,N/A
109,Mayotte,2862,N/A,38,N/A,2650,N/A,174,3,10477,139,13000,47590
110,Sri Lanka,2764,+11,11,N/A,2094,+17,659,1,129,0.5,143673,6708
111,Montenegro,2569,N/A,40,N/A,538,N/A,1991,7,4090,64,31966,50896
112,Mali,2503,+9,123,N/A,1901,+12,479,N/A,123,6,21143,1043
113,Cuba,2469,+3,87,N/A,2341,+2,41,1,218,8,237819,20997
114,Libya,2424,+110,57,+1,504,+3,1863,N/A,352,8,44202,6428
115,Hong Kong,2373,+123,16,+1,1407,+28,950,34,316,2,524969,69989
116,Zimbabwe,2296,+172,32,+4,514,+4,1750,N/A,154,2,111737,7511
117,South Sudan,2258,+19,45,N/A,1175,N/A,1038,N/A,202,4,12044,1075
118,Cabo Verde,2220,+30,22,+1,1216,+66,982,N/A,3990,40,41634,74834
119,Slovakia,2118,+29,28,N/A,1577,+21,513,2,388,5,250433,45868
120,Eswatini,2073,+52,28,N/A,929,+47,1116,5,1786,24,20784,17904
121,Slovenia,2052,+19,115,N/A,1678,+17,259,2,987,55,126122,60666
122,Estonia,2028,+1,69,N/A,1915,+3,44,1,1529,52,116332,87692
123,Lithuania,1986,+26,80,N/A,1616,+5,290,6,730,29,497245,182840
124,Guinea-Bissau,1954,N/A,26,N/A,803,N/A,1125,5,992,13,1500,761
125,Iceland,1843,+2,10,N/A,1823,N/A,10,N/A,5399,29,120734,353664
126,Sierra Leone,1752,N/A,66,N/A,1292,N/A,394,N/A,219,8,N/A,N/A
128,Benin,1694,N/A,34,N/A,918,N/A,742,1,140,3,80527,6633
129,Yemen,1674,+20,469,+8,779,+17,426,N/A,56,16,120,4
130,Namibia,1618,+96,7,N/A,72,+3,1539,13,636,3,20101,7903
131,Mozambique,1590,+8,11,N/A,532,+4,1047,N/A,51,0.4,50853,1625
132,New Zealand,1556,+1,22,N/A,1513,+2,21,N/A,311,4,451616,90285
133,Tunisia,1425,+19,50,N/A,1124,+6,251,3,120,4,87861,7429
134,Suriname,1234,N/A,23,N/A,774,N/A,437,6,2102,39,1244,2119
135,Latvia,1205,+2,31,N/A,1045,N/A,129,2,639,16,188485,100006
136,Jordan,1146,+15,11,N/A,1035,N/A,100,3,112,1,550656,53937
137,Uruguay,1141,N/A,34,N/A,940,N/A,167,3,328,10,97472,28054
138,Liberia,1135,+18,71,N/A,621,+8,443,N/A,224,14,N/A,N/A
139,Niger,1124,N/A,69,N/A,1022,N/A,33,N/A,46,3,9052,373
140,Georgia,1104,+19,16,N/A,912,+1,176,5,277,4,187139,46918
141,Uganda,1089,+10,1,+1,975,+4,113,N/A,24,0.02,256040,5589
142,Burkina Faso,1075,+5,53,N/A,920,+1,102,N/A,51,3,N/A,N/A
143,Cyprus,1047,+2,19,N/A,847,N/A,181,N/A,867,16,190921,158060
144,Chad,915,N/A,75,N/A,805,N/A,35,N/A,56,5,N/A,N/A
145,Andorra,897,+8,52,N/A,803,N/A,42,N/A,11608,673,3750,48529
146,Angola,880,+29,35,+2,241,+5,604,15,27,1,10000,304
147,Sao Tome and Principe,860,+111,14,N/A,610,+6,236,N/A,3920,64,2706,12334
148,Togo,828,N/A,16,N/A,584,N/A,228,2,100,2,39356,4748
149,Jamaica,821,+5,10,N/A,711,+1,100,N/A,277,3,33762,11398
151,San Marino,699,N/A,42,N/A,657,+1,0,N/A,20598,1238,5729,168818
152,Malta,686,+6,9,N/A,665,N/A,12,N/A,1553,20,117840,266837
153,Botswana,686,+94,1,N/A,52,+4,633,1,291,0.4,62296,26461
154,Réunion,654,+8,3,N/A,558,N/A,93,4,730,3,35419,39543
155,Syria,608,+24,35,N/A,184,+10,389,N/A,35,2,N/A,N/A
156,Channel Islands,584,+1,47,N/A,533,+4,4,N/A,3357,270,30721,176597
157,Tanzania,509,N/A,21,N/A,183,N/A,305,7,9,0.4,N/A,N/A
158,Taiwan,458,+3,7,N/A,440,N/A,11,N/A,19,0.3,80270,3370
159,Vietnam,413,+1,N/A,N/A,365,N/A,48,N/A,4,N/A,275000,2824
160,Lesotho,359,N/A,6,N/A,69,N/A,284,N/A,167,3,7432,3468
161,Guyana,351,N/A,19,N/A,176,N/A,156,2,446,24,3975,5052
162,Myanmar,346,+3,6,N/A,286,+6,54,N/A,6,0.1,107928,1983
163,Burundi,345,N/A,1,N/A,270,N/A,74,N/A,29,0.08,6697,562
164,Mauritius,344,+1,10,N/A,332,N/A,2,N/A,270,8,205285,161400
165,Comoros,340,N/A,7,N/A,324,N/A,9,N/A,391,8,N/A,N/A
166,Isle of Man,336,N/A,24,N/A,312,N/A,0,N/A,3950,282,7817,91899
167,Mongolia,288,+1,N/A,N/A,217,+3,71,9,88,N/A,32049,9767
168,Bahamas,274,N/A,11,N/A,91,N/A,172,1,696,28,3845,9772
169,Martinique,269,+7,15,N/A,98,N/A,156,4,717,40,12227,32584
170,Eritrea,261,N/A,N/A,N/A,189,N/A,72,N/A,74,N/A,N/A,N/A
171,Gambia,216,+46,6,+1,60,+2,150,N/A,89,2,4515,1866
172,Cayman Islands,203,N/A,1,N/A,202,N/A,0,N/A,3087,15,28839,438496
173,Cambodia,202,+4,N/A,N/A,142,N/A,60,1,12,N/A,56126,3354
174,Guadeloupe,195,N/A,14,N/A,172,N/A,9,4,487,35,13571,33917
175,Faeroe Islands,191,N/A,N/A,N/A,188,N/A,3,N/A,3908,N/A,31481,644113
176,Gibraltar,184,N/A,N/A,N/A,180,N/A,4,N/A,5462,N/A,19281,572306
177,Bermuda,153,N/A,9,N/A,139,N/A,5,1,2457,145,18320,294236
178,Trinidad and Tobago,142,+1,8,N/A,128,N/A,6,N/A,101,6,6328,4521
179,Brunei,141,N/A,3,N/A,138,N/A,0,N/A,322,7,37058,84659
180,Aruba,118,+1,3,N/A,101,+1,14,N/A,1105,28,9415,88160
181,Monaco,116,+2,4,N/A,100,N/A,12,N/A,2955,102,38209,973255
182,Seychelles,114,+6,N/A,N/A,69,+42,45,N/A,1159,N/A,N/A,N/A
183,Barbados,108,+2,7,N/A,94,N/A,7,N/A,376,24,10140,35282
184,Bhutan,92,N/A,N/A,N/A,83,N/A,9,N/A,119,N/A,40924,53002
185,Turks and Caicos,90,+4,2,N/A,26,+4,62,1,2323,52,1075,27743
186,Liechtenstein,86,N/A,1,N/A,81,N/A,4,N/A,2255,26,900,23600
187,Sint Maarten,84,+3,15,N/A,63,N/A,6,N/A,1958,350,523,12190
188,Antigua and Barbuda,76,N/A,3,N/A,58,N/A,15,1,776,31,1142,11656
189,French Polynesia,62,N/A,N/A,N/A,60,N/A,2,N/A,221,N/A,4649,16544
190,St. Vincent Grenadines,52,N/A,N/A,N/A,37,N/A,15,N/A,469,N/A,1601,14428
191,Belize,47,+4,2,N/A,25,+2,20,N/A,118,5,3108,7808
192,Saint Martin,46,N/A,3,N/A,39,N/A,4,1,1189,78,1056,27284
193,Macao,46,N/A,N/A,N/A,46,N/A,0,N/A,71,N/A,4071,6264
194,Papua New Guinea,32,+1,N/A,N/A,11,N/A,21,N/A,4,N/A,9885,1104
195,Curaçao,29,+1,1,N/A,24,N/A,4,N/A,177,6,1080,6580
196,Fiji,27,N/A,N/A,N/A,18,N/A,9,N/A,30,,4000,4460
197,Saint Lucia,24,N/A,N/A,N/A,22,N/A,2,N/A,131,N/A,2597,14139
198,Timor-Leste,24,N/A,N/A,N/A,24,N/A,0,N/A,18,N/A,1568,1188
199,Grenada,23,N/A,N/A,N/A,23,N/A,0,N/A,204,N/A,5465,48554
200,New Caledonia,22,N/A,N/A,N/A,22,+1,0,N/A,77,N/A,9945,34814
201,Laos,20,+1,N/A,N/A,19,N/A,1,N/A,3,N/A,24479,3362
202,Dominica,18,N/A,N/A,N/A,18,N/A,0,,250,N/A,1005,13959
203,Saint Kitts and Nevis,17,N/A,N/A,N/A,15,N/A,2,N/A,319,N/A,931,17493
204,Falkland Islands,13,N/A,N/A,N/A,13,N/A,0,N/A,3730,N/A,1816,521090
205,Greenland,13,N/A,N/A,N/A,13,N/A,0,N/A,229,N/A,5645,99426
206,Montserrat,12,N/A,1,N/A,10,N/A,1,N/A,2404,200,61,12220
207,Vatican City,12,N/A,N/A,N/A,12,N/A,0,N/A,14981,N/A,N/A,N/A
208,Caribbean Netherlands,11,+1,N/A,N/A,7,N/A,4,N/A,419,N/A,424,16160
209,Western Sahara,10,N/A,1,N/A,8,N/A,1,N/A,17,2,N/A,N/A
211,British Virgin Islands,8,N/A,1,N/A,7,N/A,0,N/A,265,33,439,14515
212,St. Barth,6,N/A,N/A,N/A,6,N/A,0,N/A,607,N/A,897,90799
213,Saint Pierre Miquelon,4,N/A,N/A,N/A,1,N/A,3,N/A,691,N/A,N/A,N/A
214,Anguilla,3,N/A,N/A,N/A,3,N/A,0,N/A,200,N/A,380,25315
