#,Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Test/1M pop
58,Serbia,16420,+289,317,+6,13366,+302,2737,93,1879,36,447317,51200
59,Algeria,16404,+463,959,+7,11884,+392,3561,53,374,22,N/A,N/A
60,Nepal,15964,+180,35,+1,6811,+264,9118,N/A,548,1,567452,19473
61,Morocco,14379,+164,237,+2,10173,+448,3969,19,390,6,783639,21228
62,S. Korea,13137,+46,284,+1,11848,+16,1005,15,256,6,1331796,25976
63,Denmark,12878,+46,607,+1,11935,+118,336,7,2223,105,1145221,197708
64,Cameroon,12592,N/A,313,N/A,10100,N/A,2179,52,474,12,N/A,N/A
65,Czechia,12532,+17,350,+2,7873,+9,4309,14,1170,33,573446,53547
66,Ivory Coast,10966,+194,75,+1,5384,+317,5507,N/A,416,3,65888,2498
67,Uzbekistan,10362,+342,37,+3,6628,+44,3697,33,310,1,1121236,33496
68,Sudan,9767,N/A,608,N/A,4673,N/A,4486,N/A,223,14,401,9
69,Norway,8932,+2,251,N/A,8138,N/A,543,3,1647,46,355656,65598
70,Malaysia,8668,+5,121,N/A,8476,+11,71,2,268,4,810057,25025
71,Australia,8586,+137,106,+2,7420,+21,1060,6,337,4,2751473,107888
72,Kenya,8067,+181,164,+4,2414,+127,5489,29,150,3,191394,3559
73,El Salvador,8027,+250,223,+6,4730,+157,3074,234,1237,34,177366,27343
74,Kyrgyzstan,7691,+314,92,+4,2843,+41,4756,24,1179,14,236893,36305
75,Senegal,7478,+78,136,+3,4870,N/A,2472,38,447,8,82857,4948
76,DRC,7432,+21,182,N/A,3226,+42,4024,N/A,83,2,N/A,N/A
77,Finland,7257,+4,329,N/A,6700,N/A,228,1,1310,59,255500,46112
78,Venezuela,7169,N/A,65,N/A,2100,N/A,5004,11,252,2,1412214,49665
79,North Macedonia,7124,+78,346,+5,3199,+172,3579,55,3419,166,68059,32668
80,Haiti,6333,+39,113,N/A,1549,+141,4671,N/A,555,10,13159,1154
81,Tajikistan,6262,+49,53,N/A,4914,+56,1295,N/A,656,6,N/A,N/A
82,Ethiopia,5846,N/A,103,N/A,2430,N/A,3313,35,51,0.9,250604,2180
83,Bulgaria,5740,N/A,246,N/A,2915,N/A,2579,28,826,35,153576,22106
84,Gabon,5620,N/A,44,N/A,2555,N/A,3021,10,2525,20,39668,17821
85,Guinea,5610,N/A,34,N/A,4522,N/A,1054,24,427,3,14407,1097
86,Bosnia and Herzegovina,5458,+496,199,+8,2598,+48,2661,4,1664,61,101386,30906
87,Costa Rica,5241,+245,23,+4,1776,+31,3442,10,1029,5,47160,9257
88,French Guiana,5054,+141,20,+4,1984,+118,3050,29,16920,67,8707,29149
89,Mauritania,4948,+69,133,+3,1896,+52,2919,14,1064,29,13842,2977
90,Djibouti,4822,+30,55,N/A,4610,+17,157,N/A,4880,56,48170,48749
91,Luxembourg,4542,+20,110,N/A,4016,N/A,416,3,7255,176,226761,362203
92,Palestine,4341,+64,17,+1,491,N/A,3833,N/A,851,3,84621,16586
93,Hungary,4189,+6,589,N/A,2860,+49,740,8,434,61,286083,29615
94,CAR,4033,+64,52,+4,970,+56,3011,2,835,11,25185,5214
95,Greece,3562,+43,192,N/A,1374,N/A,1996,11,342,18,340328,32654
96,Madagascar,3250,+309,33,+1,1135,+27,2082,45,117,1,25286,913
97,Croatia,3220,+69,113,N/A,2210,+14,897,5,784,28,85997,20950
98,Thailand,3195,+5,58,N/A,3072,+1,65,1,46,0.8,603657,8648
99,Equatorial Guinea,3071,N/A,51,N/A,842,N/A,2178,N/A,2189,36,16000,11405
100,Somalia,3006,+9,92,N/A,1051,+37,1863,2,189,6,N/A,N/A
101,Albania,2964,+71,79,+3,1702,+45,1183,8,1030,27,25730,8941
102,Mayotte,2679,+18,34,N/A,2375,N/A,270,3,9819,125,8800,32253
103,Nicaragua,2519,N/A,83,N/A,1238,N/A,1198,N/A,380,13,N/A,N/A
104,Maldives,2491,+23,12,+1,2113,+64,366,12,4608,22,56916,105280
105,Paraguay,2456,+29,20,N/A,1180,+14,1256,7,344,3,77879,10917
106,Cuba,2380,+8,86,N/A,2234,+5,60,4,210,8,186518,16467
107,Mali,2331,+1,119,N/A,1547,+20,665,N/A,115,6,16317,806
108,Sri Lanka,2077,+1,11,N/A,1917,+14,149,1,97,0.5,110505,5160
109,South Sudan,2021,N/A,38,N/A,333,N/A,1650,N/A,181,3,10824,967
110,Estonia,1994,+1,69,N/A,1875,+1,50,2,1503,52,109338,82423
111,Lebanon,1885,+12,36,N/A,1311,N/A,538,8,276,5,149196,21861
112,Iceland,1866,+3,10,N/A,1840,+7,16,N/A,5468,29,89846,263268
113,Lithuania,1841,+5,79,N/A,1547,+2,215,15,676,29,443391,162927
114,Slovakia,1765,+1,28,N/A,1466,N/A,271,3,323,5,218396,40002
115,Guinea-Bissau,1765,N/A,25,N/A,676,N/A,1064,5,897,13,1500,762
116,Malawi,1742,+129,19,+2,317,N/A,1406,4,91,1.0,16281,851
117,Slovenia,1716,+16,111,N/A,1384,N/A,221,N/A,825,53,107736,51822
118,Zambia,1632,N/A,30,N/A,1348,N/A,254,1,89,2,56825,3091
119,Congo,1557,N/A,44,N/A,501,N/A,1012,N/A,282,8,N/A,N/A
120,Sierra Leone,1547,+5,62,N/A,1086,+24,399,N/A,194,8,N/A,N/A
121,New Zealand,1534,+1,22,N/A,1490,N/A,22,1,307,4,415283,83022
122,Cabo Verde,1463,+12,17,N/A,671,+16,775,N/A,2631,31,39485,71009
123,Hong Kong,1286,+17,7,N/A,1157,+1,122,1,172,0.9,347400,46334
124,Yemen,1284,+19,345,+7,575,+23,364,N/A,43,12,120,4
125,Tunisia,1199,+11,50,N/A,1049,+1,100,N/A,101,4,73352,6206
126,Benin,1199,N/A,21,N/A,333,N/A,845,1,99,2,56613,4669
127,Jordan,1167,+3,10,N/A,957,+15,200,3,114,1.0,426258,41772
128,Latvia,1127,+3,30,N/A,1000,N/A,97,1,598,16,158518,84061
129,Rwanda,1113,+8,3,N/A,575,+8,535,N/A,86,0.2,163384,12613
130,Niger,1093,+5,68,N/A,968,+3,57,N/A,45,3,6581,272
131,Libya,1046,N/A,32,N/A,261,N/A,753,N/A,152,5,29175,4245
132,Mozambique,1012,+25,8,N/A,277,+21,727,N/A,32,0.3,34036,1089
133,Eswatini,1011,+23,13,N/A,564,+17,434,5,871,11,14247,12279
134,Cyprus,1004,+1,19,N/A,839,N/A,146,N/A,831,16,164944,136603
135,Burkina Faso,1000,+13,53,N/A,858,+4,89,N/A,48,3,N/A,N/A
136,Uruguay,956,N/A,28,N/A,849,N/A,79,1,275,8,71445,20566
137,Georgia,953,+2,15,N/A,830,+2,108,5,239,4,125314,31415
138,Uganda,953,+14,N/A,N/A,892,+1,61,N/A,21,N/A,210446,4601
139,Liberia,891,+17,39,+2,377,N/A,475,N/A,176,8,N/A,N/A
140,Chad,872,N/A,74,N/A,787,N/A,11,N/A,53,5,N/A,N/A
141,Andorra,855,N/A,52,N/A,800,N/A,3,N/A,11066,673,3750,48533
142,Montenegro,841,+60,14,N/A,315,N/A,512,N/A,1339,22,14270,22721
143,Jamaica,732,+4,10,N/A,584,+15,138,N/A,247,3,26532,8959
144,Sao Tome and Principe,721,+1,13,N/A,269,+1,439,N/A,3289,59,1863,8500
145,Zimbabwe,716,N/A,8,N/A,181,N/A,527,N/A,48,0.5,80089,5388
147,San Marino,698,N/A,42,N/A,656,N/A,0,N/A,20571,1238,5729,168838
148,Togo,680,N/A,15,N/A,447,N/A,218,2,82,2,32899,3974
149,Malta,672,N/A,9,N/A,652,N/A,11,N/A,1522,20,104434,236511
150,Suriname,604,+10,14,N/A,315,+23,275,5,1029,24,1244,2120
151,Channel Islands,577,+6,47,N/A,512,N/A,18,N/A,3318,270,21388,123003
152,Réunion,550,+3,2,N/A,472,N/A,76,3,614,2,35419,39557
153,Tanzania,509,N/A,21,N/A,183,N/A,305,7,9,0.4,N/A,N/A
154,Namibia,485,+73,N/A,N/A,25,N/A,460,1,191,N/A,11299,4446
155,Taiwan,449,N/A,7,N/A,438,N/A,4,N/A,19,0.3,77157,3240
156,Syria,372,+14,14,+1,126,N/A,232,N/A,21,0.8,N/A,N/A
157,Vietnam,369,+14,N/A,N/A,341,+1,28,1,4,N/A,275000,2825
158,Angola,346,N/A,19,N/A,108,N/A,219,6,11,0.6,10000,304
159,Mauritius,342,+1,10,N/A,330,N/A,2,N/A,269,8,186845,146914
160,Isle of Man,336,N/A,24,N/A,312,N/A,0,N/A,3951,282,6600,77611
161,Myanmar,316,+3,6,N/A,245,+4,65,N/A,6,0.1,84473,1552
162,Botswana,314,+37,1,N/A,31,+2,282,1,134,0.4,47860,20349
164,Guyana,273,N/A,15,N/A,120,N/A,138,10,347,19,2806,3567
166,Mongolia,220,N/A,N/A,N/A,188,+3,32,2,67,N/A,24380,7436
167,Eritrea,215,N/A,N/A,N/A,56,N/A,159,N/A,61,N/A,N/A,N/A
168,Cayman Islands,201,N/A,1,N/A,194,N/A,6,N/A,3058,15,24637,374821
169,Burundi,191,N/A,1,N/A,118,N/A,72,N/A,16,0.08,749,63
170,Faeroe Islands,188,+1,N/A,N/A,187,N/A,1,N/A,3847,N/A,16336,334302
171,Guadeloupe,184,N/A,14,N/A,157,N/A,13,4,460,35,9649,24115
172,Gibraltar,179,N/A,N/A,N/A,176,N/A,3,N/A,5313,N/A,14646,434716
173,Bermuda,146,N/A,9,N/A,137,N/A,0,1,2344,145,12046,193435
174,Brunei,141,N/A,3,N/A,138,N/A,0,N/A,322,7,29841,68204
175,Cambodia,141,N/A,N/A,N/A,131,N/A,10,1,8,N/A,40521,2423
176,Trinidad and Tobago,133,N/A,8,N/A,115,N/A,10,N/A,95,6,5555,3969
177,Monaco,108,N/A,4,N/A,95,N/A,9,N/A,2752,102,16200,412781
178,Aruba,105,N/A,3,N/A,98,N/A,4,N/A,983,28,2689,25185
179,Bahamas,104,N/A,11,N/A,89,N/A,4,1,264,28,2447,6222
180,Barbados,98,N/A,7,N/A,90,N/A,1,N/A,341,24,8268,28770
181,Lesotho,91,+12,N/A,N/A,11,N/A,80,N/A,42,N/A,4331,2022
182,Liechtenstein,84,+1,1,N/A,81,N/A,2,N/A,2203,26,900,23603
183,Seychelles,81,N/A,N/A,N/A,11,N/A,70,N/A,824,N/A,N/A,N/A
184,Bhutan,80,+2,N/A,N/A,53,+2,27,N/A,104,N/A,25825,33465
185,Sint Maarten,78,N/A,15,N/A,63,N/A,0,N/A,1819,350,523,12197
186,Antigua and Barbuda,68,N/A,3,N/A,23,N/A,42,1,694,31,796,8128
187,French Polynesia,62,N/A,N/A,N/A,60,N/A,2,N/A,221,N/A,4649,16549
188,Gambia,61,+4,3,+1,27,N/A,31,N/A,25,1,3162,1308
189,Turks and Caicos,48,+1,2,N/A,11,N/A,35,N/A,1240,52,790,20402
190,Macao,46,N/A,N/A,N/A,45,N/A,1,N/A,71,N/A,4071,6269
191,Saint Martin,43,N/A,3,N/A,37,N/A,3,1,1112,78,851,22006
192,Belize,30,N/A,2,N/A,19,N/A,9,N/A,75,5,2358,5929
193,St. Vincent Grenadines,29,N/A,N/A,N/A,29,N/A,0,N/A,261,N/A,926,8346
194,Timor-Leste,24,N/A,N/A,N/A,24,N/A,0,N/A,18,N/A,1568,1189
195,Curaçao,23,N/A,1,N/A,19,N/A,3,N/A,140,6,1080,6581
196,Grenada,23,N/A,N/A,N/A,23,N/A,0,N/A,204,N/A,5465,48565
197,Saint Lucia,22,N/A,N/A,N/A,19,N/A,3,N/A,120,N/A,1897,10330
198,New Caledonia,21,N/A,N/A,N/A,21,N/A,0,N/A,74,N/A,8610,30154
199,Fiji,19,+1,N/A,N/A,18,,1,N/A,21,N/A,4000,4462
200,Laos,19,N/A,N/A,N/A,19,N/A,0,N/A,3,N/A,17713,2434
201,Dominica,18,N/A,N/A,N/A,18,N/A,0,N/A,250,N/A,623,8654
202,Saint Kitts and Nevis,16,N/A,N/A,N/A,15,N/A,1,N/A,301,N/A,483,9078
203,Falkland Islands,13,N/A,N/A,N/A,13,N/A,0,N/A,3736,N/A,1197,343966
204,Greenland,13,N/A,N/A,N/A,13,N/A,0,N/A,229,N/A,4192,73839
205,Vatican City,12,N/A,N/A,N/A,12,N/A,0,,14981,N/A,N/A,N/A
206,Montserrat,11,N/A,1,N/A,10,N/A,0,N/A,2204,200,61,12220
207,Papua New Guinea,11,N/A,N/A,N/A,8,N/A,3,N/A,1,N/A,7147,799
208,Western Sahara,10,N/A,1,N/A,8,N/A,1,N/A,17,2,N/A,N/A
210,British Virgin Islands,8,N/A,1,N/A,7,N/A,0,N/A,265,33,439,14520
211,Caribbean Netherlands,7,N/A,N/A,N/A,7,N/A,0,N/A,267,N/A,424,16167
212,St. Barth,6,N/A,N/A,N/A,6,N/A,0,N/A,607,N/A,507,51331
213,Anguilla,3,N/A,N/A,N/A,3,,0,N/A,200,N/A,305,20327
214,Saint Pierre Miquelon,1,N/A,N/A,N/A,1,N/A,0,N/A,173,N/A,N/A,N/A
