#,Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Test/1M pop
30,UAE,53577,+532,328,+1,43570,+1288,9679,1,5416,33,3769000,380991
31,Kazakhstan,53021,+1962,264,N/A,35137,+988,17620,221,2823,14,1659543,88363
32,Kuwait,52840,+833,382,+3,42686,+578,9772,150,12370,89,422885,98998
33,Philippines,51754,+1395,1314,N/A,12813,+225,37627,213,472,12,910694,8309
34,Oman,51725,+1518,236,+3,33021,+1016,18468,129,10126,46,226637,44368
35,Ukraine,51224,+810,1327,+21,23784,+665,26113,85,1171,30,760247,17386
36,Netherlands,50798,+52,6137,+2,N/A,N/A,N/A,20,2964,358,681931,39796
37,Singapore,45423,+125,26,N/A,41645,+322,3752,1,7763,4,866414,148072
38,Portugal,45277,+418,1644,+13,30049,+335,13584,74,4441,161,1299594,127462
39,Bolivia,42984,+1439,1577,+47,12883,+485,28524,71,3681,135,97202,8325
40,Panama,41251,N/A,819,N/A,19469,N/A,20963,160,9558,190,153148,35485
41,Dominican Republic,40790,+1202,842,+13,20426,+370,19522,208,3759,78,178838,16483
42,Poland,36951,+262,1551,+9,25477,+599,9923,65,976,41,1720428,45459
43,Israel,34825,+1268,348,+4,18452,+114,16025,122,3786,38,1192111,129611
44,Afghanistan,33908,+314,957,+21,20847,+147,12104,31,871,25,78217,2009
45,Switzerland,32586,+88,1966,N/A,29400,N/A,1220,16,3765,227,661362,76406
46,Bahrain,31528,+597,103,+5,26520,+447,4905,54,18525,61,640219,376167
47,Romania,30789,+614,1834,+17,20969,+170,7986,240,1601,95,809663,42095
48,Nigeria,30748,+499,689,+5,12546,+173,17513,7,149,3,171931,834
49,Armenia,30346,+526,535,+14,18000,+573,11811,10,10240,181,129166,43587
50,Guatemala,26658,+1247,1092,+39,3797,+79,21769,5,1488,61,64590,3604
51,Honduras,25978,+550,694,+17,2721,+84,22563,58,2622,70,49308,4977
52,Ireland,25565,+23,1743,+5,23364,N/A,458,12,5176,353,482314,97658
53,Ghana,23463,+641,129,N/A,18622,+1058,4712,8,755,4,322910,10389
54,Azerbaijan,22464,+548,284,+10,13591,+491,8589,66,2215,28,537230,52976
55,Japan,20371,+197,981,+1,17466,+135,1924,38,161,8,527546,4171
56,Moldova,18666,+195,624,+10,11936,+387,6106,391,4627,155,101180,25084
57,Austria,18615,+102,706,N/A,16758,+37,1151,12,2067,78,675727,75018
58,Algeria,17808,+460,988,+10,12637,+308,4183,53,406,23,N/A,N/A
59,Serbia,17342,+266,352,+11,13651,N/A,3339,120,1985,40,471700,53992
60,Nepal,16531,+108,35,N/A,7891,+139,8605,N/A,567,1,583547,20022
61,Morocco,15079,+308,242,N/A,11447,+131,3390,19,408,7,835264,22624
62,Cameroon,14916,N/A,359,N/A,11525,N/A,3032,52,562,14,N/A,N/A
63,S. Korea,13293,+50,287,+2,12019,+49,987,15,259,6,1371771,26756
64,Czechia,12919,+105,352,+1,8128,+118,4439,12,1206,33,584308,54560
65,Denmark,12916,+16,609,N/A,12045,+44,262,5,2230,105,1191302,205657
66,Ivory Coast,11750,+246,79,+1,5752,+181,5919,N/A,445,3,70414,2669
67,Uzbekistan,11564,+472,51,+6,7287,+227,4226,37,345,2,1121236,33492
68,Sudan,10158,+74,641,+5,5200,+126,4317,N/A,232,15,401,9
69,Australia,9059,+173,106,N/A,7573,+86,1380,10,355,4,2905324,113910
70,Kenya,8975,+447,173,+4,2657,+64,6145,29,167,3,200311,3724
71,Norway,8965,+15,252,+1,8138,N/A,575,2,1653,46,367964,67864
72,Kyrgyzstan,8847,+361,116,+4,3053,+70,5678,24,1356,18,236893,36300
73,El Salvador,8844,+278,243,+8,5289,+156,3312,269,1363,37,184831,28493
74,Malaysia,8683,+6,121,N/A,8499,+13,63,2,268,4,829988,25638
75,Venezuela,8008,N/A,75,N/A,2100,N/A,5833,18,282,3,1336021,46987
76,DRC,7846,+414,189,+7,3513,+287,4144,N/A,88,2,N/A,N/A
77,Senegal,7784,+127,143,+2,5169,+72,2472,36,465,9,87861,5246
78,North Macedonia,7572,+166,362,+3,3624,+70,3586,55,3634,174,72690,34891
79,Finland,7273,+8,329,N/A,6800,N/A,144,2,1313,59,270400,48801
80,Ethiopia,6973,+199,120,N/A,2430,N/A,4423,35,61,1,250604,2179
81,Bulgaria,6672,+330,262,+3,3229,+63,3181,28,960,38,167790,24153
82,Haiti,6486,+54,123,+6,2181,+101,4182,N/A,569,11,13709,1202
83,Costa Rica,6485,+649,25,+1,2023,+94,4437,14,1273,5,50852,9981
84,Tajikistan,6410,+46,54,N/A,5067,+56,1289,N/A,672,6,N/A,N/A
85,Bosnia and Herzegovina,6086,+217,214,+5,2815,+46,3057,4,1855,65,106214,32380
86,Guinea,5881,+184,36,+2,4672,+95,1173,24,448,3,14407,1097
87,Gabon,5871,N/A,46,N/A,2682,N/A,3143,11,2637,21,44383,19935
88,French Guiana,5558,+99,22,N/A,2555,+206,2981,30,18603,74,8707,29143
89,Palestine,5220,+191,24,+4,525,+31,4671,N/A,1023,5,122555,24017
91,Djibouti,4955,+66,56,+1,4671,+27,228,N/A,5014,57,49742,50334
92,Luxembourg,4719,+69,110,N/A,4056,N/A,553,3,7537,176,255709,408386
93,Hungary,4220,+10,591,+2,2887,+2,742,6,437,61,289602,29980
94,CAR,4200,+91,52,N/A,1142,+92,3006,2,869,11,26632,5513
95,Madagascar,3782,+209,33,N/A,1950,+189,1799,50,137,1,26688,963
96,Greece,3672,+50,193,N/A,1374,,2105,9,352,19,358725,34421
97,Croatia,3416,+91,115,+1,2323,+46,978,3,832,28,89764,21869
98,Thailand,3202,+5,58,N/A,3085,+11,59,1,46,0.8,603657,8648
99,Albania,3188,+82,83,N/A,1832,+41,1273,11,1108,29,27038,9396
100,Equatorial Guinea,3071,N/A,51,N/A,842,N/A,2178,N/A,2188,36,16000,11401
101,Somalia,3038,+10,92,N/A,1209,+62,1737,2,191,6,N/A,N/A
102,Nicaragua,2846,N/A,91,N/A,1993,N/A,762,N/A,430,14,N/A,N/A
103,Mayotte,2702,+14,37,+3,2480,+34,185,3,9901,136,8800,32247
104,Paraguay,2638,+84,20,N/A,1229,+17,1389,10,370,3,84991,11913
105,Maldives,2553,+36,13,N/A,2227,+47,313,12,4722,24,59530,110099
106,Cuba,2403,+4,86,N/A,2244,+2,73,4,212,8,192443,16991
107,Mali,2370,+12,120,N/A,1621,+24,629,N/A,117,6,16317,806
108,Sri Lanka,2154,+60,11,N/A,1979,+12,164,1,101,0.5,114765,5359
109,South Sudan,2021,N/A,38,N/A,333,N/A,1650,N/A,181,3,10824,967
110,Estonia,2011,+8,69,N/A,1889,+7,53,1,1516,52,111027,83696
111,Lebanon,2011,+65,36,N/A,1368,N/A,607,7,295,5,160153,23467
112,Malawi,1942,+78,25,+1,369,+24,1548,4,101,1,17693,925
113,Zambia,1895,N/A,42,N/A,1348,N/A,505,1,103,2,56825,3090
114,Iceland,1882,+2,10,N/A,1854,+4,18,N/A,5514,29,94731,277567
115,Lithuania,1857,+3,79,N/A,1564,+12,214,15,682,29,451987,166104
116,Slovakia,1851,+53,28,N/A,1477,+4,346,3,339,5,223778,40987
117,Congo,1821,N/A,47,N/A,525,N/A,1249,N/A,330,9,N/A,N/A
118,Guinea-Bissau,1790,N/A,25,N/A,760,N/A,1005,5,909,13,1500,762
119,Slovenia,1776,+13,111,N/A,1429,N/A,236,N/A,854,53,112474,54101
120,Sierra Leone,1598,+14,63,N/A,1123,+1,412,N/A,200,8,N/A,N/A
121,Cabo Verde,1552,+10,18,N/A,730,N/A,804,N/A,2791,32,39485,71003
122,New Zealand,1540,+3,22,N/A,1494,+2,24,N/A,308,4,422144,84393
123,Hong Kong,1366,+42,7,N/A,1176,+9,183,2,182,0.9,347400,46331
124,Yemen,1356,+38,361,+10,619,+24,376,N/A,45,12,120,4
125,Libya,1268,N/A,36,N/A,306,N/A,926,N/A,184,5,32970,4797
126,Tunisia,1231,+10,50,N/A,1055,+5,126,N/A,104,4,75539,6390
127,Eswatini,1213,+75,17,+3,609,+21,587,5,1045,15,14247,12278
128,Rwanda,1210,+16,3,N/A,623,+13,584,N/A,93,0.2,172362,13304
129,Benin,1199,N/A,21,N/A,333,N/A,845,1,99,2,56613,4668
130,Jordan,1169,N/A,10,N/A,982,+5,177,3,115,1.0,448701,43968
131,Latvia,1154,+13,30,N/A,1019,+11,105,1,612,16,163769,86854
132,Niger,1097,N/A,68,N/A,976,N/A,53,N/A,45,3,6603,273
133,Mozambique,1092,+21,9,+1,340,+3,743,N/A,35,0.3,36698,1174
134,Montenegro,1019,+59,19,+2,320,N/A,680,N/A,1622,30,15618,24867
135,Cyprus,1010,+2,19,N/A,839,N/A,152,N/A,836,16,167394,138624
136,Burkina Faso,1005,+2,53,N/A,862,+1,90,N/A,48,3,N/A,N/A
137,Uganda,1000,+23,N/A,N/A,908,+4,92,N/A,22,N/A,219627,4800
138,Uruguay,977,+3,29,N/A,878,+7,70,1,281,8,76035,21887
139,Georgia,968,+5,15,N/A,844,+3,109,5,243,4,134250,33655
140,Liberia,957,+31,42,+1,398,+3,517,N/A,189,8,N/A,N/A
141,Zimbabwe,885,N/A,9,N/A,206,N/A,670,N/A,60,0.6,82077,5521
142,Chad,873,N/A,74,N/A,788,N/A,11,N/A,53,5,N/A,N/A
143,Andorra,855,N/A,52,N/A,802,N/A,1,N/A,11065,673,3750,48532
144,Jamaica,751,+6,10,N/A,600,+1,141,N/A,254,3,27357,9238
145,Sao Tome and Principe,726,+2,14,+1,283,N/A,429,N/A,3312,64,1901,8672
147,Togo,704,+9,15,N/A,483,+8,206,2,85,2,34101,4118
148,San Marino,699,+1,42,N/A,656,N/A,1,N/A,20599,1238,5729,168833
149,Suriname,694,+29,17,N/A,456,+22,221,5,1183,29,1244,2120
150,Malta,674,+1,9,N/A,656,+2,9,N/A,1526,20,104908,237580
151,Namibia,615,+22,N/A,N/A,25,N/A,590,1,242,N/A,12624,4967
152,Channel Islands,577,N/A,47,N/A,512,N/A,18,N/A,3318,270,21388,122994
153,Réunion,566,+3,3,N/A,472,N/A,91,3,632,3,35419,39555
154,Tanzania,509,N/A,21,N/A,183,N/A,305,7,9,0.4,N/A,N/A
155,Taiwan,449,N/A,7,N/A,438,N/A,4,N/A,19,0.3,78212,3284
156,Angola,396,+10,22,+1,117,N/A,257,6,12,0.7,10000,304
157,Syria,372,N/A,14,N/A,126,N/A,232,N/A,21,0.8,N/A,N/A
158,Vietnam,369,N/A,N/A,N/A,347,N/A,22,1,4,N/A,275000,2825
159,Mauritius,342,N/A,10,N/A,330,N/A,2,N/A,269,8,193561,152192
160,Isle of Man,336,N/A,24,N/A,312,N/A,0,N/A,3951,282,6963,81876
161,Myanmar,319,+2,6,N/A,254,+4,59,N/A,6,0.1,88234,1621
162,Comoros,314,+1,7,N/A,272,N/A,35,N/A,361,8,N/A,N/A
163,Botswana,314,N/A,1,N/A,31,N/A,282,1,133,0.4,47860,20346
164,Guyana,286,+2,16,N/A,125,N/A,145,6,364,20,3087,3924
165,Martinique,249,N/A,14,N/A,98,N/A,137,5,664,37,N/A,N/A
166,Eritrea,232,+17,N/A,N/A,107,+51,125,N/A,65,N/A,N/A,N/A
167,Mongolia,227,N/A,N/A,N/A,197,+2,30,1,69,N/A,26208,7992
168,Cayman Islands,201,N/A,1,N/A,197,N/A,3,N/A,3058,15,25740,391566
169,Burundi,191,N/A,1,N/A,118,N/A,72,N/A,16,0.08,749,63
170,Faeroe Islands,188,N/A,N/A,N/A,188,N/A,0,N/A,3847,N/A,21865,447439
171,Guadeloupe,184,N/A,14,N/A,157,N/A,13,4,460,35,9649,24115
172,Gibraltar,180,+1,N/A,N/A,176,N/A,4,N/A,5343,N/A,15495,459915
173,Bermuda,149,N/A,9,N/A,137,N/A,3,1,2393,145,13047,209516
174,Brunei,141,N/A,3,N/A,138,N/A,0,N/A,322,7,29841,68198
175,Cambodia,141,N/A,N/A,N/A,131,N/A,10,1,8,N/A,42314,2530
176,Lesotho,134,+43,1,+1,11,N/A,122,N/A,63,0.5,4331,2021
177,Trinidad and Tobago,133,N/A,8,N/A,120,+3,5,N/A,95,6,5750,4108
178,Monaco,108,N/A,4,N/A,96,+1,8,N/A,2752,102,16200,412760
179,Bahamas,106,+2,11,N/A,89,N/A,6,1,270,28,2489,6328
180,Aruba,105,N/A,3,N/A,98,N/A,4,N/A,983,28,3007,28162
181,Barbados,98,N/A,7,N/A,90,N/A,1,N/A,341,24,8617,29984
182,Seychelles,91,N/A,N/A,N/A,11,N/A,80,N/A,925,N/A,N/A,N/A
183,Liechtenstein,84,N/A,1,N/A,81,N/A,2,N/A,2203,26,900,23603
184,Bhutan,80,N/A,N/A,N/A,55,N/A,25,N/A,104,N/A,26418,34230
185,Sint Maarten,78,N/A,15,N/A,63,N/A,0,N/A,1819,350,523,12195
186,Antigua and Barbuda,73,+3,3,N/A,57,+34,13,1,745,31,854,8719
187,Gambia,63,+2,3,N/A,32,+5,28,N/A,26,1,3422,1416
188,French Polynesia,62,N/A,N/A,N/A,60,N/A,2,N/A,221,,4649,16548
189,Turks and Caicos,55,N/A,2,N/A,11,N/A,42,N/A,1420,52,823,21252
190,Macao,46,N/A,N/A,N/A,45,N/A,1,N/A,71,N/A,4071,6268
191,Saint Martin,43,N/A,3,N/A,37,N/A,3,1,1112,78,851,22003
192,Belize,30,N/A,2,N/A,19,N/A,9,N/A,75,5,2459,6182
193,St. Vincent Grenadines,29,N/A,N/A,N/A,29,N/A,0,N/A,261,N/A,926,8346
194,Timor-Leste,24,N/A,N/A,N/A,24,N/A,0,N/A,18,N/A,1568,1189
195,Curaçao,23,N/A,1,N/A,19,N/A,3,N/A,140,6,1080,6581
196,Grenada,23,N/A,N/A,N/A,23,N/A,0,N/A,204,N/A,5465,48563
197,Saint Lucia,22,N/A,N/A,N/A,19,N/A,3,N/A,120,N/A,1919,10449
198,Fiji,21,N/A,N/A,N/A,18,N/A,3,N/A,23,N/A,4000,4461
199,New Caledonia,21,N/A,N/A,N/A,21,N/A,0,N/A,74,N/A,8663,30338
200,Laos,19,N/A,N/A,N/A,19,,0,N/A,3,N/A,19322,2655
201,Dominica,18,N/A,N/A,N/A,18,N/A,0,N/A,250,N/A,623,8654
202,Saint Kitts and Nevis,16,N/A,N/A,N/A,15,,1,N/A,301,N/A,493,9266
203,Falkland Islands,13,N/A,N/A,N/A,13,N/A,0,N/A,3735,N/A,1393,400172
204,Greenland,13,N/A,N/A,N/A,13,N/A,0,N/A,229,N/A,4361,76816
205,Vatican City,12,N/A,N/A,N/A,12,N/A,0,N/A,14981,N/A,N/A,N/A
206,Montserrat,11,N/A,1,N/A,10,N/A,0,N/A,2204,200,61,12220
207,Papua New Guinea,11,N/A,N/A,N/A,8,N/A,3,N/A,1,N/A,7147,799
208,Western Sahara,10,N/A,1,N/A,8,N/A,1,N/A,17,2,N/A,N/A
210,British Virgin Islands,8,N/A,1,N/A,7,N/A,0,N/A,265,33,439,14520
211,Caribbean Netherlands,7,N/A,N/A,N/A,7,N/A,0,N/A,267,N/A,424,16166
212,St. Barth,6,N/A,N/A,N/A,6,N/A,0,N/A,607,N/A,507,51326
213,Anguilla,3,N/A,N/A,N/A,3,N/A,0,N/A,200,N/A,305,20325
214,Saint Pierre Miquelon,1,N/A,N/A,N/A,1,N/A,0,N/A,173,N/A,N/A,N/A
