#,Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Test/1M pop
90,Madagascar,6089,+484,53,+10,2951,+140,3085,61,220,2,31296,1129
91,Mauritania,5564,N/A,149,N/A,2830,N/A,2585,5,1196,32,13842,2975
92,Luxembourg,5122,N/A,111,N/A,4247,N/A,764,4,8178,177,314956,502852
93,Djibouti,4985,N/A,56,N/A,4765,N/A,164,N/A,5043,57,52257,52864
94,CAR,4362,N/A,53,N/A,1261,N/A,3048,2,903,11,27679,5727
95,Hungary,4279,+16,595,,3156,+30,528,5,443,62,300632,31124
96,Croatia,4039,+86,120,N/A,2729,+100,1190,6,984,29,99414,24223
97,Greece,3939,+29,193,N/A,1374,N/A,2372,14,378,19,398347,38226
98,Albania,3851,+99,104,+3,2137,+46,1610,11,1338,36,30120,10467
99,Thailand,3236,+4,58,N/A,3095,+3,83,1,46,0.8,603657,8647
100,Paraguay,3198,N/A,25,N/A,1338,N/A,1835,11,448,4,96060,13462
101,Nicaragua,3147,N/A,99,N/A,2282,N/A,766,N/A,475,15,N/A,N/A
102,Somalia,3083,N/A,93,N/A,1425,N/A,1565,2,194,6,N/A,N/A
103,Equatorial Guinea,3071,N/A,51,N/A,842,N/A,2178,N/A,2187,36,16000,11394
104,Maldives,2831,N/A,15,+1,2321,N/A,495,12,5234,28,64239,118769
105,Mayotte,2743,N/A,37,N/A,2581,N/A,125,3,10047,136,13000,47615
106,Sri Lanka,2686,+15,11,N/A,2007,+6,668,1,125,0.5,130390,6088
107,Malawi,2614,N/A,43,N/A,1005,N/A,1566,4,137,2,21953,1147
108,Lebanon,2599,+57,40,+2,1485,+30,1074,14,381,6,194448,28495
109,Mali,2440,+7,121,N/A,1777,+13,542,N/A,120,6,16317,805
110,Cuba,2440,+2,87,N/A,2285,+8,68,2,215,8,211427,18667
111,Congo,2222,N/A,47,N/A,589,N/A,1586,N/A,402,9,N/A,N/A
112,South Sudan,2153,N/A,41,N/A,1175,N/A,937,N/A,192,4,12044,1075
113,Estonia,2016,N/A,69,N/A,1904,+3,43,1,1520,52,113569,85611
114,Slovakia,1951,+24,28,N/A,1514,+7,409,2,357,5,235772,43184
115,Iceland,1914,+3,10,N/A,1892,+7,12,N/A,5607,29,106883,313135
116,Lithuania,1902,+6,79,N/A,1593,+11,230,6,699,29,472804,173800
117,Guinea-Bissau,1902,+60,26,N/A,773,N/A,1103,5,966,13,1500,762
118,Slovenia,1897,+19,111,N/A,1522,+21,264,1,912,53,119385,57426
119,Zambia,1895,N/A,42,N/A,1412,N/A,441,1,103,2,56825,3088
120,Cabo Verde,1837,+57,19,N/A,892,+42,926,N/A,3303,34,41091,73876
121,Sierra Leone,1668,N/A,64,N/A,1200,N/A,404,N/A,209,8,N/A,N/A
122,Hong Kong,1656,+67,10,N/A,1254,+13,392,6,221,1,442256,58972
123,Libya,1652,+63,46,+3,379,+6,1227,N/A,240,7,38266,5566
124,New Zealand,1548,+1,22,N/A,1499,+1,27,N/A,309,4,436233,87210
125,Yemen,1526,N/A,433,N/A,694,N/A,399,N/A,51,15,120,4
126,Eswatini,1489,N/A,20,N/A,724,N/A,745,5,1283,17,17559,15129
127,Rwanda,1435,N/A,4,N/A,752,N/A,679,N/A,111,0.3,194802,15028
128,Mozambique,1383,+53,9,N/A,375,N/A,999,N/A,44,0.3,42551,1360
129,Benin,1378,N/A,26,N/A,557,N/A,795,1,114,2,67622,5573
130,Tunisia,1327,+8,50,N/A,1093,+2,184,N/A,112,4,81281,6875
131,Montenegro,1287,N/A,24,N/A,330,N/A,933,7,2049,38,27367,43573
132,Jordan,1206,+5,10,N/A,1019,+3,177,3,118,1.0,492161,48218
133,Latvia,1179,+1,31,N/A,1022,N/A,126,N/A,625,16,175696,93198
134,Niger,1100,N/A,69,N/A,993,N/A,38,,45,3,6658,275
135,Zimbabwe,1089,N/A,20,N/A,395,N/A,674,N/A,73,1,95860,6446
136,Liberia,1056,N/A,51,N/A,447,N/A,558,,209,10,N/A,N/A
137,Uganda,1051,+8,N/A,N/A,1014,+10,37,N/A,23,N/A,235013,5133
138,Burkina Faso,1038,N/A,53,N/A,882,N/A,103,N/A,50,3,N/A,N/A
139,Namibia,1032,+72,2,N/A,31,N/A,999,1,406,0.8,16305,6413
140,Cyprus,1025,N/A,19,N/A,839,N/A,167,N/A,849,16,167394,138604
141,Uruguay,1009,N/A,31,N/A,909,N/A,69,1,290,9,82772,23825
142,Georgia,1006,+2,15,N/A,883,+10,108,5,252,4,156144,39145
143,Chad,885,N/A,75,N/A,799,N/A,11,N/A,54,5,N/A,N/A
144,Andorra,862,N/A,52,N/A,803,N/A,7,N/A,11156,673,3750,48531
145,Suriname,849,+12,18,N/A,573,N/A,258,5,1447,31,1244,2120
146,Jamaica,763,+1,10,N/A,647,+4,106,N/A,258,3,28959,9778
147,Togo,740,N/A,15,N/A,534,N/A,191,2,89,2,36706,4430
148,Sao Tome and Principe,737,N/A,14,N/A,322,N/A,401,N/A,3361,64,2024,9229
150,San Marino,699,N/A,42,N/A,656,N/A,1,N/A,20599,1238,5729,168828
151,Malta,674,N/A,9,N/A,661,N/A,4,N/A,1526,20,109538,248052
152,Réunion,612,+4,3,N/A,472,N/A,137,4,683,3,35419,39549
153,Channel Islands,581,N/A,47,N/A,512,N/A,22,N/A,3341,270,21410,123098
154,Angola,576,N/A,27,N/A,124,N/A,425,6,18,0.8,10000,304
155,Tanzania,509,N/A,21,N/A,183,N/A,305,7,9,0.4,N/A,N/A
156,Syria,477,+19,22,N/A,140,N/A,315,N/A,27,1,N/A,N/A
157,Taiwan,452,+1,7,N/A,440,N/A,5,N/A,19,0.3,79065,3319
158,Botswana,399,N/A,1,N/A,38,N/A,360,1,170,0.4,51379,21834
159,Vietnam,381,N/A,N/A,N/A,356,+3,25,1,4,N/A,275000,2824
160,Mauritius,343,N/A,10,N/A,331,,2,N/A,270,8,193561,152188
161,Myanmar,337,N/A,6,N/A,266,N/A,65,N/A,6,0.1,96324,1770
162,Isle of Man,336,N/A,24,N/A,312,,0,N/A,3951,282,7346,86372
163,Comoros,321,N/A,7,N/A,302,N/A,12,N/A,369,8,N/A,N/A
164,Guyana,313,N/A,18,N/A,156,,139,5,398,23,3418,4345
165,Burundi,269,N/A,1,N/A,207,N/A,61,N/A,23,0.08,6697,563
166,Mongolia,261,N/A,N/A,N/A,209,+2,52,3,80,N/A,28497,8688
167,Lesotho,256,N/A,3,N/A,48,N/A,205,N/A,119,1,6033,2815
168,Martinique,255,N/A,15,N/A,98,N/A,142,5,680,40,N/A,N/A
169,Eritrea,232,N/A,N/A,N/A,107,N/A,125,N/A,65,N/A,N/A,N/A
170,Cayman Islands,203,N/A,1,N/A,200,N/A,2,N/A,3087,15,27206,413773
171,Guadeloupe,190,N/A,14,N/A,157,N/A,19,4,475,35,11538,28836
172,Faeroe Islands,188,N/A,N/A,N/A,188,N/A,0,N/A,3847,N/A,26351,539195
173,Gibraltar,180,N/A,N/A,N/A,180,N/A,0,N/A,5343,N/A,16789,498323
174,Cambodia,166,+1,N/A,N/A,133,N/A,33,1,10,N/A,48435,2896
175,Bermuda,150,N/A,9,N/A,137,N/A,4,1,2409,145,14751,236895
176,Brunei,141,N/A,3,N/A,138,N/A,0,N/A,322,7,34797,79510
177,Trinidad and Tobago,133,N/A,8,N/A,124,N/A,1,N/A,95,6,5883,4203
178,Bahamas,119,N/A,11,N/A,91,N/A,17,1,302,28,2552,6487
179,Monaco,109,N/A,4,N/A,98,+1,7,N/A,2777,102,16200,412707
180,Aruba,106,N/A,3,N/A,99,N/A,4,N/A,993,28,4127,38648
181,Barbados,104,N/A,7,N/A,90,N/A,7,N/A,362,24,9091,31633
182,Seychelles,100,N/A,N/A,N/A,27,N/A,73,N/A,1017,N/A,N/A,N/A
183,Liechtenstein,84,N/A,1,N/A,81,N/A,2,N/A,2203,26,900,23602
184,Bhutan,84,N/A,N/A,N/A,78,N/A,6,N/A,109,N/A,39451,51107
185,Sint Maarten,78,N/A,15,N/A,63,N/A,0,N/A,1818,350,523,12193
186,Gambia,78,+14,3,N/A,34,N/A,41,N/A,32,1,3573,1477
187,Antigua and Barbuda,74,N/A,3,N/A,57,N/A,14,1,755,31,901,9198
188,Turks and Caicos,72,N/A,2,N/A,12,,58,4,1859,52,946,24422
189,French Polynesia,62,N/A,N/A,N/A,60,N/A,2,N/A,221,N/A,4649,16546
190,Macao,46,N/A,N/A,N/A,45,N/A,1,N/A,71,N/A,4071,6266
191,Saint Martin,43,N/A,3,N/A,37,N/A,3,1,1111,78,851,21996
192,Belize,39,N/A,2,N/A,21,N/A,16,N/A,98,5,2665,6698
193,St. Vincent Grenadines,35,N/A,N/A,N/A,29,N/A,6,N/A,315,N/A,1213,10932
194,Curaçao,26,N/A,1,N/A,24,N/A,1,N/A,158,6,1080,6581
195,Fiji,26,N/A,N/A,N/A,18,N/A,8,N/A,29,N/A,4000,4461
196,Timor-Leste,24,N/A,N/A,N/A,24,N/A,0,N/A,18,N/A,1568,1189
197,Grenada,23,N/A,N/A,N/A,23,N/A,0,N/A,204,N/A,5465,48558
198,New Caledonia,22,N/A,N/A,,21,N/A,1,N/A,77,N/A,9424,32997
199,Saint Lucia,22,N/A,N/A,N/A,19,N/A,3,N/A,120,N/A,2111,11494
200,Laos,19,N/A,N/A,N/A,19,N/A,0,N/A,3,N/A,21764,2990
201,Dominica,18,N/A,N/A,N/A,18,N/A,0,N/A,250,N/A,851,11820
202,Saint Kitts and Nevis,17,N/A,N/A,N/A,15,N/A,2,N/A,319,N/A,705,13248
203,Falkland Islands,13,N/A,N/A,N/A,13,N/A,0,N/A,3732,N/A,1660,476601
204,Greenland,13,N/A,,N/A,13,N/A,0,N/A,229,N/A,5164,5164
205,Montserrat,12,N/A,1,N/A,10,N/A,1,N/A,2404,200,61,12220
206,Vatican City,12,N/A,N/A,N/A,12,N/A,0,N/A,14981,N/A,N/A,N/A
207,Papua New Guinea,11,N/A,N/A,N/A,8,N/A,3,N/A,1,N/A,7147,798
208,Western Sahara,10,N/A,1,N/A,8,N/A,1,N/A,17,2,N/A,N/A
210,Caribbean Netherlands,9,N/A,N/A,N/A,7,N/A,2,N/A,343,N/A,424,16163
211,British Virgin Islands,8,N/A,1,N/A,7,N/A,0,N/A,265,33,439,14518
212,St. Barth,6,N/A,,6,N/A,0,N/A,607,N/A,507,51326,51326
213,Anguilla,3,N/A,N/A,N/A,3,N/A,0,N/A,200,N/A,380,25320
