#,Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Test/1M pop
84,Gabon,5743,N/A,46,N/A,2574,N/A,3123,11,2580,21,42078,18901
85,Guinea,5636,N/A,34,N/A,4542,N/A,1060,24,429,3,14407,1097
86,Bosnia and Herzegovina,5621,N/A,207,N/A,2693,N/A,2721,4,1714,63,102715,31313
87,Costa Rica,5486,N/A,23,N/A,1810,N/A,3653,11,1077,5,49717,9758
88,French Guiana,5178,N/A,21,N/A,2119,,3038,30,17332,70,8707,29145
89,Mauritania,5024,N/A,135,N/A,1944,N/A,2945,14,1080,29,13842,2976
90,Djibouti,4878,N/A,55,N/A,4621,N/A,202,N/A,4936,56,48170,48745
91,Palestine,4647,N/A,18,N/A,494,N/A,4135,N/A,911,4,122555,24018
92,Luxembourg,4603,N/A,110,N/A,4056,N/A,437,3,7352,176,237755,379729
93,Hungary,4205,N/A,589,N/A,2874,N/A,742,7,435,61,286983,29709
94,CAR,4071,N/A,52,N/A,976,N/A,3043,2,843,11,25872,5356
95,Greece,3589,N/A,193,N/A,1374,N/A,2022,10,344,19,349084,33495
96,Madagascar,3472,N/A,33,N/A,1187,N/A,2252,41,125,1,25864,934
97,Croatia,3272,N/A,113,N/A,2229,N/A,930,5,797,28,86860,21161
98,Thailand,3195,N/A,58,,3072,N/A,65,1,46,0.8,603657,8648
99,Equatorial Guinea,3071,N/A,51,N/A,842,N/A,2178,N/A,2189,36,16000,11402
100,Albania,3038,N/A,81,N/A,1744,N/A,1213,7,1056,28,26239,9118
101,Somalia,3015,N/A,92,N/A,1096,N/A,1827,2,190,6,N/A,N/A
102,Nicaragua,2846,N/A,91,N/A,1993,N/A,762,N/A,430,14,N/A,N/A
103,Mayotte,2688,N/A,34,N/A,2446,N/A,208,3,9851,125,8800,32249
104,Paraguay,2502,N/A,20,N/A,1193,N/A,1289,8,351,3,81441,11416
105,Maldives,2501,N/A,12,N/A,2158,N/A,331,12,4626,22,57611,106555
106,Cuba,2395,N/A,86,N/A,2240,N/A,69,4,211,8,189599,16739
107,Mali,2348,N/A,119,N/A,1556,N/A,673,N/A,116,6,16317,806
108,Sri Lanka,2081,N/A,11,N/A,1955,N/A,115,1,97,0.5,114765,5359
109,South Sudan,2021,N/A,38,N/A,333,N/A,1650,N/A,181,3,10824,967
110,Estonia,1995,N/A,69,N/A,1880,N/A,46,2,1504,52,109979,82906
111,Lebanon,1907,N/A,36,N/A,1348,N/A,523,8,279,5,152335,22321
112,Zambia,1895,N/A,42,N/A,1348,N/A,505,1,103,2,56825,3090
113,Iceland,1873,N/A,10,N/A,1847,N/A,16,N/A,5488,29,91350,267666
114,Lithuania,1844,N/A,79,N/A,1547,N/A,218,15,678,29,444407,163312
115,Malawi,1818,N/A,19,N/A,317,N/A,1482,4,95,1.0,17406,910
116,Guinea-Bissau,1790,N/A,25,N/A,760,N/A,1005,5,909,13,1500,762
117,Slovakia,1767,N/A,28,N/A,1473,N/A,266,3,324,5,219269,40161
118,Slovenia,1739,N/A,111,N/A,1423,N/A,205,N/A,836,53,109596,52717
119,Sierra Leone,1572,N/A,63,N/A,1088,N/A,421,N/A,197,8,N/A,N/A
120,Congo,1557,N/A,44,N/A,501,N/A,1012,N/A,282,8,N/A,N/A
121,New Zealand,1537,+1,22,N/A,1492,N/A,23,N/A,307,4,419055,83776
122,Cabo Verde,1499,N/A,18,N/A,724,N/A,757,N/A,2696,32,39485,71005
123,Hong Kong,1300,N/A,7,N/A,1161,N/A,132,1,173,0.9,347400,46332
124,Yemen,1297,N/A,348,N/A,591,N/A,358,N/A,43,12,120,4
125,Tunisia,1205,N/A,50,N/A,1049,N/A,106,N/A,102,4,73610,6227
126,Benin,1199,N/A,21,N/A,333,N/A,845,1,99,2,56613,4669
127,Libya,1182,N/A,35,N/A,295,N/A,852,N/A,172,5,31092,4524
128,Rwanda,1172,N/A,3,N/A,595,N/A,574,N/A,90,0.2,166255,12833
129,Jordan,1169,N/A,10,N/A,969,N/A,190,3,115,1.0,434295,42558
130,Latvia,1134,N/A,30,,1008,N/A,96,1,601,16,160281,85001
131,Niger,1094,N/A,68,N/A,974,N/A,52,N/A,45,3,6603,273
132,Eswatini,1056,N/A,14,,570,N/A,472,5,910,12,14247,12278
133,Mozambique,1040,N/A,8,N/A,280,N/A,752,N/A,33,0.3,35140,1124
134,Cyprus,1005,N/A,19,N/A,839,N/A,147,N/A,832,16,167394,138626
135,Burkina Faso,1003,N/A,53,N/A,860,N/A,90,N/A,48,3,N/A,N/A
136,Uganda,971,N/A,N/A,N/A,896,N/A,75,N/A,21,N/A,212860,4653
137,Uruguay,965,N/A,29,N/A,865,N/A,71,N/A,278,8,73609,21189
138,Georgia,958,N/A,15,N/A,838,N/A,105,5,240,4,125314,31415
139,Liberia,917,N/A,41,N/A,394,N/A,482,N/A,181,8,N/A,N/A
140,Montenegro,907,N/A,17,N/A,320,N/A,570,N/A,1444,27,14781,23534
141,Chad,873,N/A,74,N/A,788,N/A,11,N/A,53,5,N/A,N/A
142,Andorra,855,N/A,52,N/A,800,N/A,3,N/A,11065,673,3750,48532
143,Jamaica,745,+8,10,N/A,599,+8,136,N/A,252,3,27142,9165
144,Zimbabwe,734,N/A,9,N/A,197,N/A,528,N/A,49,0.6,80654,5425
145,Sao Tome and Principe,724,N/A,13,N/A,279,N/A,432,N/A,3303,59,1873,8544
147,San Marino,698,N/A,42,N/A,656,N/A,0,N/A,20571,1238,5729,168838
148,Togo,689,N/A,15,N/A,467,N/A,207,2,83,2,33332,4025
149,Malta,673,N/A,9,N/A,653,N/A,11,N/A,1524,20,103324,233994
150,Suriname,634,N/A,15,N/A,405,N/A,214,7,1081,26,1244,2120
151,Channel Islands,577,N/A,47,N/A,512,N/A,18,N/A,3318,270,21388,122997
152,Réunion,551,N/A,3,N/A,472,N/A,76,3,615,3,35419,39555
153,Namibia,539,N/A,N/A,N/A,25,N/A,514,1,212,N/A,11834,4656
154,Tanzania,509,N/A,21,N/A,183,N/A,305,7,9,0.4,N/A,N/A
155,Taiwan,449,N/A,7,N/A,438,N/A,4,N/A,19,0.3,77876,3270
156,Angola,386,N/A,21,N/A,117,N/A,248,6,12,0.6,10000,304
157,Syria,372,N/A,14,N/A,126,N/A,232,N/A,21,0.8,N/A,N/A
158,Vietnam,369,N/A,N/A,N/A,342,N/A,27,1,4,N/A,275000,2825
159,Mauritius,342,N/A,10,N/A,330,N/A,2,N/A,269,8,193561,152193
160,Isle of Man,336,N/A,24,N/A,312,N/A,0,N/A,3951,282,6829,80301
161,Myanmar,316,N/A,6,N/A,245,N/A,65,N/A,6,0.1,85689,1575
162,Botswana,314,N/A,1,N/A,31,N/A,282,1,133,0.4,47860,20347
163,Comoros,311,N/A,7,N/A,266,N/A,38,N/A,358,8,N/A,N/A
164,Guyana,284,N/A,16,N/A,125,N/A,143,11,361,20,2926,3720
165,Martinique,249,N/A,14,N/A,98,N/A,137,5,664,37,N/A,N/A
166,Mongolia,227,+2,N/A,N/A,195,+1,32,1,69,N/A,25507,7779
167,Eritrea,215,N/A,N/A,N/A,56,N/A,159,N/A,61,N/A,N/A,N/A
168,Cayman Islands,201,N/A,1,N/A,194,N/A,6,N/A,3058,15,25220,383668
169,Burundi,191,N/A,1,N/A,118,N/A,72,N/A,16,0.08,749,63
170,Faeroe Islands,188,N/A,N/A,N/A,188,N/A,0,N/A,3847,N/A,17468,357460
171,Guadeloupe,184,N/A,14,N/A,157,N/A,13,4,460,35,9649,24115
172,Gibraltar,179,N/A,N/A,N/A,176,N/A,3,N/A,5313,N/A,14934,443264
173,Bermuda,148,N/A,9,N/A,137,N/A,2,1,2377,145,12544,201436
174,Brunei,141,N/A,3,N/A,138,N/A,0,N/A,322,7,29841,68200
175,Cambodia,141,N/A,N/A,N/A,131,N/A,10,1,8,N/A,41733,2496
176,Trinidad and Tobago,133,N/A,8,N/A,117,N/A,8,N/A,95,6,5648,4035
177,Monaco,108,N/A,4,N/A,95,N/A,9,N/A,2752,102,16200,412770
178,Aruba,105,N/A,3,N/A,98,N/A,4,N/A,983,28,2842,26617
179,Bahamas,104,N/A,11,N/A,89,N/A,4,1,264,28,2467,6272
180,Barbados,98,N/A,7,N/A,90,N/A,1,N/A,341,24,8411,29268
181,Lesotho,91,N/A,N/A,N/A,11,N/A,80,N/A,42,N/A,4331,2021
182,Liechtenstein,84,N/A,1,,81,N/A,2,N/A,2203,26,900,23603
183,Seychelles,81,N/A,N/A,N/A,11,N/A,70,N/A,824,N/A,N/A,N/A
184,Bhutan,80,N/A,N/A,N/A,55,+1,25,N/A,104,N/A,26128,33856
185,Sint Maarten,78,N/A,15,N/A,63,N/A,0,N/A,1819,350,523,12196
186,Antigua and Barbuda,70,N/A,3,N/A,23,N/A,44,1,715,31,796,8127
187,French Polynesia,62,N/A,N/A,N/A,60,N/A,2,N/A,221,N/A,4649,16548
188,Gambia,61,N/A,3,N/A,27,N/A,31,N/A,25,1,3162,1308
189,Turks and Caicos,49,N/A,2,N/A,11,N/A,36,N/A,1265,52,790,20400
190,Macao,46,N/A,,N/A,45,N/A,1,N/A,71,N/A,4071,4071
191,Saint Martin,43,N/A,3,N/A,37,N/A,3,1,1112,78,851,22004
192,Belize,30,N/A,2,N/A,19,N/A,9,N/A,75,5,2459,6183
193,St. Vincent Grenadines,29,N/A,N/A,N/A,29,N/A,0,N/A,261,N/A,926,8346
194,Timor-Leste,24,N/A,N/A,N/A,24,N/A,0,N/A,18,N/A,1568,1189
195,Curaçao,23,N/A,1,N/A,19,N/A,3,N/A,140,6,1080,6581
196,Grenada,23,N/A,N/A,N/A,23,N/A,0,N/A,204,N/A,5465,48564
197,Saint Lucia,22,N/A,N/A,N/A,19,N/A,3,N/A,120,N/A,1919,10450
198,Fiji,21,N/A,N/A,N/A,18,N/A,3,N/A,23,N/A,4000,4461
199,New Caledonia,21,N/A,N/A,N/A,21,N/A,0,N/A,74,N/A,8663,30338
200,Laos,19,N/A,N/A,N/A,19,N/A,0,N/A,3,N/A,18091,2486
201,Dominica,18,N/A,N/A,N/A,18,N/A,0,N/A,250,N/A,623,8654
202,Saint Kitts and Nevis,16,N/A,N/A,N/A,15,N/A,1,N/A,301,N/A,493,9266
203,Falkland Islands,13,N/A,N/A,N/A,13,N/A,0,N/A,3735,N/A,1197,343867
204,Greenland,13,N/A,N/A,N/A,13,N/A,0,N/A,229,N/A,4361,76816
205,Vatican City,12,N/A,N/A,N/A,12,N/A,0,N/A,14981,N/A,N/A,N/A
206,Montserrat,11,N/A,1,N/A,10,N/A,0,N/A,2204,200,61,12220
207,Papua New Guinea,11,N/A,N/A,N/A,8,N/A,3,N/A,1,N/A,7147,799
208,Western Sahara,10,N/A,1,N/A,8,N/A,1,N/A,17,2,N/A,N/A
210,British Virgin Islands,8,N/A,1,N/A,7,N/A,0,N/A,265,33,439,14520
211,Caribbean Netherlands,7,N/A,N/A,N/A,7,N/A,0,N/A,267,N/A,424,16167
212,St. Barth,6,N/A,N/A,N/A,6,N/A,0,N/A,607,N/A,507,51326
213,Anguilla,3,N/A,N/A,N/A,3,N/A,0,N/A,200,N/A,305,20327
214,Saint Pierre Miquelon,1,N/A,N/A,N/A,1,N/A,0,N/A,173,N/A,N/A,N/A
