#,Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Test/1M pop
63,Denmark,12815,N/A,606,N/A,11769,N/A,440,9,2212,105,1088788,187971
64,Cameroon,12592,N/A,313,N/A,10100,N/A,2179,52,474,12,N/A,N/A
65,Czechia,12178,N/A,353,N/A,7822,N/A,4003,12,1137,33,560189,52310
66,Ivory Coast,9992,N/A,68,N/A,4660,N/A,5264,N/A,379,3,59382,2251
67,Sudan,9573,N/A,602,N/A,4606,N/A,4365,N/A,218,14,401,9
68,Uzbekistan,9078,N/A,27,N/A,6034,N/A,3017,25,271,0.8,1121236,33500
69,Norway,8902,N/A,251,N/A,8138,N/A,513,3,1642,46,338860,62504
70,Malaysia,8643,N/A,121,N/A,8437,,85,2,267,4,782638,24180
71,Australia,8066,+65,104,N/A,7132,+42,830,7,316,4,2606060,102196
72,Finland,7241,N/A,328,N/A,6700,N/A,213,N/A,1307,59,248900,44921
73,DRC,7189,N/A,176,N/A,2317,N/A,4696,N/A,80,2,N/A,N/A
74,Senegal,7054,N/A,121,N/A,4599,N/A,2334,36,421,7,81779,4885
75,El Salvador,7000,N/A,191,N/A,4115,N/A,2694,202,1079,29,167584,25836
76,Kenya,6941,N/A,152,N/A,2109,N/A,4680,18,129,3,176059,3274
77,North Macedonia,6625,N/A,321,N/A,2748,N/A,3556,55,3180,154,63383,30423
78,Venezuela,6273,N/A,57,,2100,N/A,4116,11,221,2,1283692,45145
79,Kyrgyzstan,6261,N/A,66,N/A,2530,N/A,3665,24,960,10,222295,34073
80,Tajikistan,6058,N/A,52,N/A,4690,N/A,1316,N/A,635,5,N/A,N/A
81,Haiti,6040,N/A,107,N/A,1032,N/A,4901,N/A,530,9,12241,1074
82,Ethiopia,5846,N/A,103,N/A,2430,N/A,3313,35,51,0.9,250604,2180
83,Gabon,5513,N/A,42,N/A,2508,N/A,2963,10,2477,19,38692,17386
84,Guinea,5450,N/A,33,N/A,4392,N/A,1025,24,415,3,14407,1097
85,Bulgaria,5315,N/A,232,N/A,2802,N/A,2281,31,765,33,147524,21233
86,Bosnia and Herzegovina,4788,N/A,189,N/A,2515,N/A,2084,4,1459,58,95885,29228
87,Djibouti,4715,N/A,55,N/A,4564,N/A,96,N/A,4772,56,46779,47347
88,Mauritania,4606,N/A,129,N/A,1727,N/A,2750,21,991,28,13842,2977
89,French Guiana,4444,N/A,16,N/A,1680,N/A,2748,20,14881,54,8707,29155
90,Luxembourg,4395,,110,N/A,4012,N/A,273,2,7021,176,198947,317818
91,Hungary,4166,N/A,587,N/A,2721,N/A,858,8,431,61,279690,28953
92,Costa Rica,4023,N/A,18,N/A,1589,N/A,2416,6,790,4,43865,8611
93,CAR,3788,N/A,47,N/A,810,N/A,2931,2,784,10,24362,5044
94,Greece,3458,N/A,192,N/A,1374,N/A,1892,8,332,18,320427,30744
95,Thailand,3179,N/A,58,N/A,3059,N/A,62,1,46,0.8,603657,8648
96,Palestine,3080,N/A,9,N/A,460,N/A,2611,N/A,604,2,84621,16589
97,Equatorial Guinea,3071,+1070,51,+19,842,+327,2178,N/A,2190,36,16000,11408
98,Somalia,2944,N/A,90,N/A,951,N/A,1903,2,185,6,N/A,N/A
99,Croatia,2912,N/A,110,N/A,2155,N/A,647,3,709,27,81437,19839
100,Albania,2662,N/A,69,N/A,1559,N/A,1034,10,925,24,24237,8422
101,Mayotte,2650,N/A,35,N/A,2341,N/A,274,3,9715,128,8800,32260
102,Nicaragua,2519,N/A,83,N/A,1238,N/A,1198,N/A,380,13,N/A,N/A
103,Madagascar,2403,N/A,24,N/A,1040,N/A,1339,28,87,0.9,22788,823
104,Maldives,2400,N/A,10,N/A,1969,N/A,421,12,4440,19,52962,97980
105,Cuba,2353,N/A,86,N/A,2221,N/A,46,1,208,8,173063,15279
106,Paraguay,2303,N/A,19,N/A,1108,N/A,1176,4,323,3,72319,10139
107,Mali,2260,N/A,117,N/A,1502,N/A,641,N/A,112,6,12807,633
108,Sri Lanka,2066,N/A,11,N/A,1827,N/A,228,1,96,0.5,105105,4908
109,South Sudan,2021,N/A,38,N/A,333,N/A,1650,N/A,181,3,10824,967
110,Estonia,1990,N/A,69,N/A,1842,N/A,79,1,1500,52,108149,81527
111,Iceland,1850,N/A,10,N/A,1828,N/A,12,N/A,5421,29,74424,218090
112,Lithuania,1825,N/A,78,N/A,1536,N/A,211,16,671,29,432457,158891
113,Lebanon,1796,N/A,35,N/A,1242,N/A,519,5,263,5,138131,20239
114,Slovakia,1700,N/A,28,N/A,1466,N/A,206,3,311,5,213521,39109
115,Guinea-Bissau,1654,N/A,24,N/A,317,N/A,1313,5,841,12,1500,762
116,Slovenia,1634,N/A,111,N/A,1384,N/A,139,N/A,786,53,104295,50167
117,Zambia,1632,N/A,30,N/A,1348,N/A,254,1,89,2,56825,3092
118,New Zealand,1530,N/A,22,N/A,1490,N/A,18,1,306,4,409032,81772
119,Sierra Leone,1518,N/A,60,N/A,1007,N/A,451,N/A,190,8,N/A,N/A
120,Congo,1382,N/A,41,N/A,486,N/A,855,N/A,250,7,N/A,N/A
121,Malawi,1342,N/A,16,N/A,271,N/A,1055,4,70,0.8,14683,768
122,Cabo Verde,1301,N/A,15,N/A,629,N/A,657,N/A,2340,27,39257,70606
123,Hong Kong,1243,N/A,7,N/A,1120,N/A,116,1,166,0.9,321498,42882
124,Yemen,1221,N/A,325,N/A,513,N/A,383,N/A,41,11,120,4
125,Benin,1199,N/A,21,N/A,333,N/A,845,1,99,2,56613,4670
126,Tunisia,1178,N/A,50,N/A,1039,N/A,89,N/A,100,4,70614,5975
127,Jordan,1136,N/A,9,N/A,889,N/A,238,3,111,0.9,400933,39294
128,Latvia,1122,N/A,30,N/A,988,N/A,104,1,595,16,154494,81920
129,Niger,1081,N/A,68,N/A,959,N/A,54,N/A,45,3,6547,271
130,Rwanda,1063,N/A,3,N/A,493,N/A,567,N/A,82,0.2,151641,11709
131,Cyprus,999,N/A,19,N/A,833,N/A,147,N/A,827,16,160262,132733
132,Burkina Faso,967,N/A,53,N/A,846,N/A,68,N/A,46,3,N/A,N/A
133,Uruguay,947,N/A,28,N/A,828,N/A,91,1,273,8,68449,19704
134,Georgia,939,N/A,15,N/A,817,N/A,107,5,235,4,113167,28369
135,Mozambique,918,N/A,6,N/A,249,N/A,663,N/A,29,0.2,30939,990
136,Uganda,902,N/A,N/A,N/A,847,N/A,55,N/A,20,N/A,196841,4305
137,Libya,891,N/A,26,N/A,224,N/A,641,N/A,130,4,28358,4127
138,Eswatini,873,N/A,11,N/A,452,N/A,410,5,752,9,11872,10233
139,Chad,868,N/A,74,N/A,785,N/A,9,N/A,53,5,N/A,N/A
140,Andorra,855,N/A,52,N/A,800,N/A,3,N/A,11066,673,3750,48534
141,Liberia,819,N/A,37,N/A,338,N/A,444,N/A,162,7,N/A,N/A
142,Sao Tome and Principe,717,N/A,13,N/A,260,N/A,444,N/A,3272,59,1803,8227
143,Jamaica,715,+8,10,N/A,560,+5,145,N/A,241,3,25229,8520
145,San Marino,698,N/A,42,N/A,656,N/A,0,N/A,20571,1238,5729,168838
146,Malta,671,N/A,9,N/A,649,N/A,13,N/A,1520,20,97158,220038
147,Togo,667,N/A,14,N/A,424,N/A,229,2,81,2,31984,3864
148,Zimbabwe,617,N/A,7,N/A,173,N/A,437,N/A,42,0.5,71236,4793
149,Montenegro,616,N/A,12,N/A,315,N/A,289,N/A,981,19,13376,21297
150,Channel Islands,571,N/A,47,N/A,512,N/A,12,N/A,3284,270,21388,123012
151,Suriname,547,N/A,13,N/A,252,N/A,282,7,932,22,1244,2121
152,Réunion,531,N/A,2,N/A,472,N/A,57,4,593,2,35419,39559
153,Tanzania,509,N/A,21,N/A,183,N/A,305,7,9,0.4,N/A,N/A
154,Taiwan,448,N/A,7,N/A,438,N/A,3,N/A,19,0.3,77025,3234
155,Vietnam,355,N/A,N/A,N/A,340,N/A,15,1,4,N/A,275000,2825
156,Mauritius,341,N/A,10,N/A,330,N/A,1,N/A,268,8,186845,146916
157,Isle of Man,336,N/A,24,N/A,312,N/A,0,N/A,3951,282,6558,77121
158,Angola,315,N/A,17,N/A,97,N/A,201,6,10,0.5,10000,304
159,Syria,312,N/A,9,N/A,113,N/A,190,N/A,18,0.5,N/A,N/A
160,Myanmar,304,N/A,6,N/A,223,N/A,75,N/A,6,0.1,79072,1453
161,Comoros,303,N/A,7,N/A,200,N/A,96,N/A,348,8,N/A,N/A
162,Namibia,293,N/A,N/A,N/A,24,N/A,269,1,115,N/A,9661,3802
163,Guyana,250,N/A,14,N/A,117,N/A,119,1,318,18,2634,3349
164,Martinique,242,N/A,14,N/A,98,N/A,130,5,645,37,N/A,N/A
165,Botswana,227,N/A,1,N/A,28,N/A,198,1,97,0.4,42290,17984
166,Mongolia,220,N/A,N/A,N/A,177,N/A,43,9,67,N/A,23240,7089
167,Eritrea,215,N/A,N/A,N/A,56,N/A,159,N/A,61,N/A,N/A,N/A
168,Cayman Islands,201,N/A,1,N/A,194,N/A,6,N/A,3058,15,24321,370047
169,Faeroe Islands,187,N/A,N/A,N/A,187,N/A,0,N/A,3827,N/A,14800,302881
170,Guadeloupe,182,N/A,14,N/A,157,N/A,11,2,455,35,8239,20591
171,Gibraltar,178,N/A,N/A,N/A,176,N/A,2,N/A,5283,N/A,13667,405657
172,Burundi,170,N/A,1,N/A,115,N/A,54,N/A,14,0.08,493,41
173,Bermuda,146,N/A,9,N/A,135,N/A,2,1,2344,145,11723,188243
174,Brunei,141,N/A,3,N/A,138,N/A,0,N/A,322,7,29841,68209
175,Cambodia,141,N/A,N/A,N/A,131,N/A,10,1,8,N/A,37523,2244
176,Trinidad and Tobago,130,N/A,8,N/A,115,N/A,7,N/A,93,6,5158,3686
177,Monaco,106,N/A,4,N/A,95,N/A,7,N/A,2701,102,16200,412812
178,Bahamas,104,N/A,11,N/A,89,N/A,4,1,264,28,2404,6113
179,Aruba,104,N/A,3,N/A,98,N/A,3,N/A,974,28,2478,23209
180,Barbados,97,N/A,7,N/A,90,N/A,0,N/A,338,24,7934,27608
181,Liechtenstein,83,N/A,1,N/A,81,N/A,1,N/A,2177,26,900,23604
182,Seychelles,81,N/A,N/A,N/A,11,N/A,70,N/A,824,N/A,N/A,N/A
183,Sint Maarten,77,N/A,15,N/A,62,N/A,0,N/A,1796,350,500,11661
184,Bhutan,77,N/A,N/A,N/A,50,N/A,27,N/A,100,N/A,25256,32731
185,Antigua and Barbuda,69,N/A,3,N/A,23,N/A,43,1,705,31,796,8128
186,French Polynesia,62,N/A,N/A,N/A,60,N/A,2,,221,N/A,4649,16549
187,Gambia,55,N/A,2,N/A,27,N/A,26,N/A,23,0.8,3005,1244
188,Macao,46,N/A,N/A,N/A,45,N/A,1,N/A,71,N/A,N/A,N/A
189,Saint Martin,43,N/A,3,N/A,37,N/A,3,1,1112,78,685,17716
190,Turks and Caicos,42,N/A,2,N/A,11,N/A,29,N/A,1085,52,690,17821
191,Lesotho,35,N/A,N/A,N/A,11,N/A,24,N/A,16,N/A,3000,1400
192,St. Vincent Grenadines,29,N/A,N/A,N/A,29,N/A,0,N/A,261,N/A,844,7608
193,Belize,28,N/A,2,N/A,18,N/A,8,N/A,70,5,2281,5737
194,Timor-Leste,24,N/A,N/A,N/A,24,,0,N/A,18,N/A,1568,1189
195,Curaçao,23,N/A,1,N/A,19,N/A,3,N/A,140,6,1080,6581
196,Grenada,23,N/A,N/A,N/A,23,N/A,0,N/A,204,N/A,5465,48567
197,New Caledonia,21,N/A,N/A,N/A,21,N/A,0,N/A,74,N/A,8406,29442
198,Laos,19,N/A,N/A,N/A,19,N/A,0,N/A,3,N/A,16147,2219
199,Saint Lucia,19,N/A,N/A,N/A,19,N/A,0,N/A,103,N/A,1667,9078
200,Dominica,18,N/A,N/A,N/A,18,N/A,0,N/A,250,N/A,623,8654
201,Fiji,18,N/A,N/A,N/A,18,N/A,0,N/A,20,N/A,4000,4462
202,Saint Kitts and Nevis,15,N/A,N/A,N/A,15,N/A,0,N/A,282,N/A,454,8534
203,Falkland Islands,13,N/A,N/A,N/A,13,N/A,0,N/A,3737,N/A,1197,344064
204,Greenland,13,N/A,,13,N/A,0,N/A,229,N/A,3840,67640,67640
205,Vatican City,12,N/A,N/A,N/A,12,N/A,0,N/A,14981,N/A,N/A,N/A
206,Montserrat,11,N/A,1,N/A,10,N/A,0,N/A,2204,200,61,12220
207,Papua New Guinea,11,N/A,N/A,N/A,8,N/A,3,N/A,1,N/A,7147,799
208,Western Sahara,10,N/A,1,N/A,8,N/A,1,N/A,17,2,N/A,N/A
210,British Virgin Islands,8,N/A,1,N/A,7,N/A,0,N/A,265,33,212,7012
211,Caribbean Netherlands,7,N/A,N/A,N/A,7,N/A,0,N/A,267,N/A,424,16168
212,St. Barth,6,N/A,N/A,N/A,6,N/A,0,N/A,607,N/A,152,15389
213,Anguilla,3,N/A,N/A,N/A,3,N/A,0,N/A,200,N/A,272,18130
214,Saint Pierre Miquelon,1,N/A,N/A,N/A,1,N/A,0,N/A,173,N/A,N/A,N/A
